geolocation_id,channels,operation,id
25862,17,Regional público,2935
25862,21,Nacional privado,2936
25862,42,Nacional privado,2937
25862,19,Nacional privado futuro,2938
25867,19,Nacional privado futuro,2939
25867,14,Nacional privado,2940
25867,15,Nacional privado,2941
25867,16,Nacional público,2942
25867,17,Regional público,2943
25871,19,Nacional privado futuro,2944
25871,14,Nacional privado,2945
25871,15,Nacional privado,2946
25871,16,Nacional público,2947
25871,17,Regional público,2948
25873,19,Nacional privado futuro,2949
25873,16,Nacional público,2950
25873,17,Regional público,2951
25873,14,Nacional privado,2952
25873,15,Nacional privado,2953
25875,19,Nacional privado futuro,2954
25875,14,Nacional privado,2955
25875,15,Nacional privado,2956
25875,16,Nacional público,2957
25875,17,Regional público,2958
25878,19,Nacional privado futuro,2959
25878,14,Nacional privado,2960
25878,15,Nacional privado,2961
25878,16,Nacional público,2962
25878,17,Regional público,2963
25885,19,Nacional privado futuro,2964
25885,14,Nacional privado,2965
25885,15,Nacional privado,2966
25885,16,Nacional público,2967
25885,17,Regional público,2968
25898,19,Nacional privado futuro,2969
25898,14,Nacional privado,2970
25898,15,Nacional privado,2971
25898,16,Nacional público,2972
25898,17,Regional público,2973
25899,19,Nacional privado futuro,2974
25899,14,Nacional privado,2975
25899,15,Nacional privado,2976
25899,16,Nacional público,2977
25899,17,Regional público,2978
25899,27,Local con ánimo de lucro,2979
27001,19,Nacional privado futuro,2980
27001,21,Nacional público,2981
27001,25,Regional público,2982
27001,17,Regional público,2983
27001,14,Nacional privado,2984
27001,15,Nacional privado,2985
27001,30,Local con ánimo de lucro,2986
27001,33,Local sin ánimo de lucro,2987
27006,27,Nacional privado futuro,2988
27006,34,Nacional público,2989
27006,17,Regional público,2990
27006,14,Nacional privado,2991
27006,15,Nacional privado,2992
27025,14,Nacional privado,2993
27025,15,Nacional privado,2994
27025,16,Nacional público,2995
27025,17,Regional público,2996
27025,19,Nacional privado futuro,2997
27050,21,Nacional público,2998
27050,17,Regional público,2999
27050,14,Nacional privado,3000
27050,15,Nacional privado,3001
27050,19,Nacional privado futuro,3002
27073,21,Nacional público,3003
27073,17,Regional público,3004
27073,14,Nacional privado,3005
27073,15,Nacional privado,3006
27073,19,Nacional privado futuro,3007
27075,19,Nacional privado futuro,3008
27075,16,Nacional público,3009
27075,18,Regional público,3010
27075,17,Regional público,3011
27075,14,Nacional privado,3012
27075,15,Nacional privado,3013
27077,19,Nacional privado futuro,3014
27077,14,Nacional privado,3015
27077,15,Nacional privado,3016
27077,21,Nacional público,3017
27077,17,Regional público,3018
27099,27,Nacional privado futuro,3019
27099,21,Nacional público,3020
27099,17,Regional público,3021
27099,14,Nacional privado,3022
27099,15,Nacional privado,3023
27135,21,Nacional público,3024
27135,14,Nacional privado,3025
27135,15,Nacional privado,3026
27135,19,Nacional privado futuro,3027
27150,14,Nacional privado,3028
27150,15,Nacional privado,3029
27150,16,Nacional público,3030
27150,17,Regional público,3031
27150,19,Nacional privado futuro,3032
27160,21,Nacional público,3033
27160,17,Regional público,3034
27160,14,Nacional privado,3035
27160,15,Nacional privado,3036
27160,19,Nacional privado futuro,3037
27205,19,Nacional privado futuro,3038
27205,21,Nacional público,3039
27205,17,Regional público,3040
27205,14,Nacional privado,3041
27205,15,Nacional privado,3042
27245,19,Nacional privado futuro,3043
27245,16,Nacional público,3044
27245,18,Regional público,3045
27245,17,Regional público,3046
27245,14,Nacional privado,3047
27245,15,Nacional privado,3048
27250,14,Nacional privado,3049
27250,15,Nacional privado,3050
27250,38,Nacional público,3051
27250,17,Regional público,3052
27250,19,Nacional privado futuro,3053
27361,19,Nacional privado futuro,3054
27361,21,Nacional público,3055
27361,25,Regional público,3056
27361,17,Regional público,3057
27361,14,Nacional privado,3058
27361,15,Nacional privado,3059
27372,19,Nacional privado futuro,3060
27372,16,Nacional público,3061
27372,17,Regional público,3062
27372,14,Nacional privado,3063
27372,15,Nacional privado,3064
27413,21,Nacional público,3065
27413,17,Regional público,3066
27413,14,Nacional privado,3067
27413,15,Nacional privado,3068
27413,19,Nacional privado futuro,3069
27425,21,Nacional público,3070
27425,17,Regional público,3071
27425,14,Nacional privado,3072
27425,15,Nacional privado,3073
27425,19,Nacional privado futuro,3074
27430,21,Nacional público,3075
27430,17,Regional público,3076
27430,14,Nacional privado,3077
27430,15,Nacional privado,3078
27430,19,Nacional privado futuro,3079
27450,14,Nacional privado,3080
27450,15,Nacional privado,3081
27450,21,Nacional público,3082
27450,17,Regional público,3083
27450,19,Nacional privado futuro,3084
27491,14,Nacional privado,3085
27491,15,Nacional privado,3086
27491,38,Nacional público,3087
27491,17,Regional público,3088
27491,19,Nacional privado futuro,3089
27495,14,Nacional privado,3090
27495,15,Nacional privado,3091
27495,21,Nacional público,3092
27495,17,Regional público,3093
27495,19,Nacional privado futuro,3094
27580,14,Nacional privado,3095
27580,15,Nacional privado,3096
27580,21,Nacional público,3097
27580,17,Regional público,3098
27580,19,Nacional privado futuro,3099
27600,21,Nacional público,3100
27600,17,Regional público,3101
27600,14,Nacional privado,3102
27600,15,Nacional privado,3103
27600,19,Nacional privado futuro,3104
27615,38,Nacional privado futuro,3105
27615,28,Nacional público,3106
27615,27,Regional público,3107
27615,21,Nacional privado,3108
27615,24,Nacional privado,3109
27660,14,Nacional privado,3110
27660,15,Nacional privado,3111
27660,38,Nacional público,3112
27660,17,Regional público,3113
27660,19,Nacional privado futuro,3114
27745,14,Nacional privado,3115
27745,15,Nacional privado,3116
27745,38,Nacional público,3117
27745,17,Regional público,3118
27745,19,Nacional privado futuro,3119
27787,21,Nacional público,3120
27787,17,Regional público,3121
27787,19,Nacional privado futuro,3122
27787,14,Nacional privado,3123
27787,15,Nacional privado,3124
27800,28,Nacional público,3125
27800,27,Regional público,3126
27800,21,Nacional privado,3127
27800,24,Nacional privado,3128
27800,27,Nacional privado futuro,3129
27810,21,Nacional público,3130
27810,17,Regional público,3131
27810,14,Nacional privado,3132
27810,15,Nacional privado,3133
27810,19,Nacional privado futuro,3134
41001,26,Local sin ánimo de lucro,3135
41001,19,Nacional privado futuro,3136
41001,19,Nacional privado futuro,3137
41001,21,Nacional privado,3138
41001,22,Nacional privado,3139
41001,16,Nacional público,3140
41001,17,Regional público,3141
41001,18,Nacional público,3142
41001,17,Regional público,3143
41001,23,Local con ánimo de lucro,3144
41006,19,Nacional privado futuro,3145
41006,18,Nacional público,3146
41006,17,Regional público,3147
41006,14,Nacional privado,3148
41006,15,Nacional privado,3149
41013,19,Nacional privado futuro,3150
41013,14,Nacional privado,3151
41013,15,Nacional privado,3152
41013,18,Nacional público,3153
41013,17,Regional público,3154
41016,19,Nacional privado futuro,3155
41016,21,Nacional privado,3156
41016,22,Nacional privado,3157
41016,16,Nacional público,3158
41016,17,Regional público,3159
41020,19,Nacional privado futuro,3160
41020,14,Nacional privado,3161
41020,15,Nacional privado,3162
41020,18,Nacional público,3163
41020,17,Regional público,3164
41026,19,Nacional privado futuro,3165
41026,14,Nacional privado,3166
41026,15,Nacional privado,3167
41026,18,Nacional público,3168
41026,17,Regional público,3169
41078,19,Nacional privado futuro,3170
41078,21,Nacional privado,3171
41078,22,Nacional privado,3172
41078,16,Nacional público,3173
41078,17,Regional público,3174
41132,21,Nacional privado,3175
41132,22,Nacional privado,3176
41132,16,Nacional público,3177
41132,17,Regional público,3178
41132,30,Nacional privado futuro,3179
41206,19,Nacional privado futuro,3180
41206,16,Nacional público,3181
41206,17,Regional público,3182
41206,14,Nacional privado,3183
41206,15,Nacional privado,3184
41244,18,Nacional público,3185
41244,17,Regional público,3186
41244,21,Nacional privado,3187
41244,22,Nacional privado,3188
41244,27,Nacional privado futuro,3189
41298,19,Nacional privado futuro,3190
41298,18,Nacional público,3191
41298,17,Regional público,3192
41298,14,Nacional privado,3193
41298,15,Nacional privado,3194
41306,19,Nacional privado futuro,3195
41306,14,Nacional privado,3196
41306,15,Nacional privado,3197
41306,18,Nacional público,3198
41306,17,Regional público,3199
41319,18,Nacional público,3200
41319,17,Regional público,3201
41319,14,Nacional privado,3202
41319,15,Nacional privado,3203
41319,19,Nacional privado futuro,3204
41349,21,Nacional privado,3205
41349,22,Nacional privado,3206
41349,16,Nacional público,3207
41349,17,Regional público,3208
41349,30,Nacional privado futuro,3209
41357,21,Nacional privado,3210
41357,22,Nacional privado,3211
41357,16,Nacional público,3212
41357,17,Regional público,3213
41357,30,Nacional privado futuro,3214
41359,19,Nacional privado futuro,3215
41359,14,Nacional privado,3216
41359,15,Nacional privado,3217
41359,18,Nacional público,3218
41359,17,Regional público,3219
41378,27,Nacional privado futuro,3220
41378,18,Nacional público,3221
41378,17,Regional público,3222
41378,21,Nacional privado,3223
41378,22,Nacional privado,3224
41396,19,Nacional privado futuro,3225
41396,14,Nacional privado,3226
41396,15,Nacional privado,3227
41396,18,Nacional público,3228
41396,17,Regional público,3229
41483,19,Nacional privado futuro,3230
41483,18,Nacional público,3231
41483,17,Regional público,3232
41483,14,Nacional privado,3233
41483,15,Nacional privado,3234
41503,18,Nacional público,3235
41503,17,Regional público,3236
41503,14,Nacional privado,3237
41503,15,Nacional privado,3238
41503,19,Nacional privado futuro,3239
41518,32,Nacional privado futuro,3240
41518,21,Nacional privado,3241
41518,22,Nacional privado,3242
41518,16,Nacional público,3243
41518,17,Regional público,3244
41524,19,Nacional privado futuro,3245
41524,21,Nacional privado,3246
41524,22,Nacional privado,3247
41524,16,Nacional público,3248
41524,17,Regional público,3249
41530,18,Nacional público,3250
41530,17,Regional público,3251
41530,21,Nacional privado,3252
41530,22,Nacional privado,3253
41530,27,Nacional privado futuro,3254
41548,19,Nacional privado futuro,3255
41548,14,Nacional privado,3256
41548,15,Nacional privado,3257
41548,18,Nacional público,3258
41548,17,Regional público,3259
41551,19,Nacional privado futuro,3260
41551,14,Nacional privado,3261
41551,15,Nacional privado,3262
41551,18,Nacional público,3263
41551,17,Regional público,3264
41551,23,Local con ánimo de lucro,3265
41615,18,Nacional público,3266
41615,17,Regional público,3267
41615,21,Nacional privado,3268
41615,22,Nacional privado,3269
41615,27,Nacional privado futuro,3270
41660,18,Nacional público,3271
41660,17,Regional público,3272
41660,14,Nacional privado,3273
41660,15,Nacional privado,3274
41660,19,Nacional privado futuro,3275
41668,19,Nacional privado futuro,3276
41668,14,Nacional privado,3277
41668,15,Nacional privado,3278
41668,18,Nacional público,3279
41668,17,Regional público,3280
41676,19,Nacional privado futuro,3281
41676,16,Nacional público,3282
41676,17,Regional público,3283
41676,21,Nacional privado,3284
41676,22,Nacional privado,3285
41770,18,Nacional público,3286
41770,17,Regional público,3287
41770,14,Nacional privado,3288
41770,15,Nacional privado,3289
41770,19,Nacional privado futuro,3290
41791,18,Nacional público,3291
41791,17,Regional público,3292
41791,21,Nacional privado,3293
41791,22,Nacional privado,3294
41791,28,Nacional privado futuro,3295
41797,32,Nacional privado futuro,3296
41797,18,Nacional público,3297
41797,17,Regional público,3298
41797,21,Nacional privado,3299
41797,22,Nacional privado,3300
41799,19,Nacional privado futuro,3301
41799,18,Nacional público,3302
41799,17,Regional público,3303
41799,21,Nacional privado,3304
41799,22,Nacional privado,3305
41799,16,Nacional público,3306
41799,17,Regional público,3307
41801,19,Nacional privado futuro,3308
41801,18,Nacional público,3309
41801,17,Regional público,3310
41801,21,Nacional privado,3311
41801,22,Nacional privado,3312
41807,19,Nacional privado futuro,3313
41807,14,Nacional privado,3314
41807,15,Nacional privado,3315
41807,18,Nacional público,3316
41807,17,Regional público,3317
41872,19,Nacional privado futuro,3318
41872,21,Nacional privado,3319
41872,22,Nacional privado,3320
41872,16,Nacional público,3321
41872,17,Regional público,3322
41885,19,Nacional privado futuro,3323
41885,21,Nacional privado,3324
41885,22,Nacional privado,3325
41885,16,Nacional público,3326
41885,17,Regional público,3327
44001,21,Local sin ánimo de lucro,3328
44001,38,Nacional privado futuro,3329
44001,34,Nacional privado,3330
44001,32,Nacional privado,3331
44001,33,Nacional público,3332
44001,48,Regional público,3333
44001,30,Local con ánimo de lucro,3334
44035,27,Nacional privado futuro,3335
44035,28,Nacional público,3336
44035,48,Regional público,3337
44035,34,Nacional privado,3338
44035,32,Nacional privado,3339
44078,27,Nacional privado futuro,3340
44078,34,Nacional privado,3341
44078,32,Nacional privado,3342
44078,33,Nacional público,3343
44078,48,Regional público,3344
44090,38,Nacional privado futuro,3345
44090,33,Nacional público,3346
44090,48,Regional público,3347
44090,34,Nacional privado,3348
44090,32,Nacional privado,3349
44098,27,Nacional privado futuro,3350
44098,33,Nacional público,3351
44098,29,Regional público,3352
44098,34,Nacional privado,3353
44098,32,Nacional privado,3354
44110,27,Nacional privado futuro,3355
44110,34,Nacional privado,3356
44110,32,Nacional privado,3357
44110,33,Nacional público,3358
44110,48,Regional público,3359
44279,27,Nacional privado futuro,3360
44279,34,Nacional privado,3361
44279,32,Nacional privado,3362
44279,33,Nacional público,3363
44279,48,Regional público,3364
44378,33,Nacional público,3365
44378,48,Regional público,3366
44378,34,Nacional privado,3367
44378,32,Nacional privado,3368
44378,27,Nacional privado futuro,3369
44420,27,Nacional privado futuro,3370
44420,28,Nacional público,3371
44420,29,Regional público,3372
44420,34,Nacional privado,3373
44420,32,Nacional privado,3374
44430,27,Nacional privado futuro,3375
44430,34,Nacional privado,3376
44430,32,Nacional privado,3377
44430,33,Nacional público,3378
44430,48,Regional público,3379
44430,30,Local con ánimo de lucro,3380
44560,38,Nacional privado futuro,3381
44560,34,Nacional privado,3382
44560,32,Nacional privado,3383
44560,33,Nacional público,3384
44560,48,Regional público,3385
44650,27,Nacional privado futuro,3386
44650,14,Nacional privado,3387
44650,15,Nacional privado,3388
44650,33,Nacional público,3389
44650,29,Regional público,3390
44847,34,Nacional privado,3391
44847,32,Nacional privado,3392
44847,33,Nacional público,3393
44847,48,Regional público,3394
44847,27,Nacional privado futuro,3395
44847,30,Local con ánimo de lucro,3396
44855,27,Nacional privado futuro,3397
44855,34,Nacional privado,3398
44855,32,Nacional privado,3399
44855,33,Nacional público,3400
44855,48,Regional público,3401
44874,27,Nacional privado futuro,3402
44874,34,Nacional privado,3403
44874,32,Nacional privado,3404
44874,33,Nacional público,3405
44874,48,Regional público,3406
47001,19,Nacional privado futuro,3407
47001,19,Nacional privado futuro,3408
47001,14,Nacional privado,3409
47001,15,Nacional privado,3410
47001,16,Nacional público,3411
47001,17,Regional público,3412
47001,14,Nacional privado,3413
47001,15,Nacional privado,3414
47001,30,Local con ánimo de lucro,3415
47001,27,Local sin ánimo de lucro,3416
47030,27,Nacional privado futuro,3417
47030,16,Nacional público,3418
47030,29,Regional público,3419
47030,41,Nacional privado,3420
47030,38,Nacional privado,3421
47053,34,Nacional privado,3422
47053,32,Nacional privado,3423
47053,16,Nacional público,3424
47053,17,Regional público,3425
47053,27,Nacional privado futuro,3426
47058,27,Nacional privado futuro,3427
47058,27,Nacional público,3428
47058,29,Regional público,3429
47058,34,Nacional privado,3430
47058,32,Nacional privado,3431
47161,38,Nacional privado futuro,3432
47161,16,Nacional público,3433
47161,17,Regional público,3434
47161,34,Nacional privado,3435
47161,32,Nacional privado,3436
47170,27,Nacional privado futuro,3437
47170,28,Nacional público,3438
47170,29,Regional público,3439
47170,34,Nacional privado,3440
47170,32,Nacional privado,3441
47189,14,Nacional privado,3442
47189,15,Nacional privado,3443
47189,30,Local con ánimo de lucro,3444
47189,16,Nacional público,3445
47189,17,Regional público,3446
47189,19,Nacional privado futuro,3447
47205,38,Nacional privado futuro,3448
47205,16,Nacional público,3449
47205,17,Regional público,3450
47205,34,Nacional privado,3451
47205,32,Nacional privado,3452
47245,50,Nacional privado futuro,3453
47245,49,Nacional privado,3454
47245,45,Nacional privado,3455
47245,27,Nacional público,3456
47245,29,Regional público,3457
47258,38,Nacional privado futuro,3458
47258,16,Nacional público,3459
47258,17,Regional público,3460
47258,34,Nacional privado,3461
47258,32,Nacional privado,3462
47268,38,Nacional privado futuro,3463
47268,16,Nacional público,3464
47268,17,Regional público,3465
47268,34,Nacional privado,3466
47268,32,Nacional privado,3467
47288,27,Nacional privado futuro,3468
47288,16,Nacional público,3469
47288,17,Regional público,3470
47288,34,Nacional privado,3471
47288,32,Nacional privado,3472
47318,50,Nacional privado futuro,3473
47318,49,Nacional privado,3474
47318,45,Nacional privado,3475
47318,27,Nacional público,3476
47318,29,Regional público,3477
47460,27,Nacional privado futuro,3478
47460,28,Nacional público,3479
47460,48,Regional público,3480
47460,34,Nacional privado,3481
47460,32,Nacional privado,3482
47541,38,Nacional privado futuro,3483
47541,16,Nacional público,3484
47541,17,Regional público,3485
47541,34,Nacional privado,3486
47541,32,Nacional privado,3487
47545,49,Nacional privado,3488
47545,45,Nacional privado,3489
47545,27,Nacional público,3490
47545,29,Regional público,3491
47545,27,Nacional privado futuro,3492
47551,27,Nacional privado futuro,3493
47551,16,Nacional público,3494
47551,29,Regional público,3495
47551,34,Nacional privado,3496
47551,32,Nacional privado,3497
47555,19,Nacional privado futuro,3498
47555,14,Nacional privado,3499
47555,15,Nacional privado,3500
47555,16,Nacional público,3501
47555,17,Regional público,3502
47570,38,Nacional privado futuro,3503
47570,16,Nacional público,3504
47570,17,Regional público,3505
47570,34,Nacional privado,3506
47570,32,Nacional privado,3507
47605,38,Nacional privado futuro,3508
47605,16,Nacional público,3509
47605,17,Regional público,3510
47605,34,Nacional privado,3511
47605,32,Nacional privado,3512
47660,27,Nacional privado futuro,3513
47660,16,Nacional público,3514
47660,17,Regional público,3515
47660,34,Nacional privado,3516
47660,32,Nacional privado,3517
47675,38,Nacional privado futuro,3518
47675,16,Nacional público,3519
47675,17,Regional público,3520
47675,34,Nacional privado,3521
47675,32,Nacional privado,3522
47692,50,Nacional privado futuro,3523
47692,49,Nacional privado,3524
47692,45,Nacional privado,3525
47692,27,Nacional público,3526
47692,29,Regional público,3527
47703,50,Nacional privado futuro,3528
47703,49,Nacional privado,3529
47703,45,Nacional privado,3530
47703,27,Nacional público,3531
47703,29,Regional público,3532
47707,34,Nacional privado,3533
47707,32,Nacional privado,3534
47707,27,Nacional público,3535
47707,29,Regional público,3536
47707,27,Nacional privado futuro,3537
47720,14,Nacional privado,3538
47720,15,Nacional privado,3539
47720,33,Nacional público,3540
47720,29,Regional público,3541
47720,19,Nacional privado futuro,3542
47745,19,Nacional privado futuro,3543
47745,16,Nacional público,3544
47745,17,Regional público,3545
47745,14,Nacional privado,3546
47745,15,Nacional privado,3547
47798,19,Nacional privado futuro,3548
47798,16,Nacional público,3549
47798,17,Regional público,3550
47798,34,Nacional privado,3551
47798,32,Nacional privado,3552
47960,38,Nacional privado futuro,3553
47960,33,Nacional público,3554
47960,48,Regional público,3555
47960,34,Nacional privado,3556
47960,32,Nacional privado,3557
47980,38,Nacional privado futuro,3558
47980,33,Nacional público,3559
47980,48,Regional público,3560
47980,34,Nacional privado,3561
47980,32,Nacional privado,3562
50001,19,Nacional privado futuro,3563
50001,16,Nacional público,3564
50001,17,Regional público,3565
50001,14,Nacional privado,3566
50001,15,Nacional privado,3567
50001,24,Local con ánimo de lucro,3568
50001,25,Local sin ánimo de lucro,3569
50006,19,Nacional privado futuro,3570
50006,16,Nacional público,3571
50006,17,Regional público,3572
50006,14,Nacional privado,3573
50006,25,Local sin ánimo de lucro,3574
50006,15,Nacional privado,3575
50006,24,Local con ánimo de lucro,3576
50110,19,Nacional privado futuro,3577
50110,16,Nacional público,3578
50110,17,Regional público,3579
50110,14,Nacional privado,3580
50110,15,Nacional privado,3581
50124,19,Nacional privado futuro,3582
50124,16,Nacional público,3583
50124,17,Regional público,3584
50124,14,Nacional privado,3585
50124,15,Nacional privado,3586
50150,19,Nacional privado futuro,3587
50150,16,Nacional público,3588
50150,17,Regional público,3589
50150,14,Nacional privado,3590
50150,15,Nacional privado,3591
50223,19,Nacional privado futuro,3592
50223,16,Nacional público,3593
50223,17,Regional público,3594
50223,14,Nacional privado,3595
50223,15,Nacional privado,3596
50226,19,Nacional privado futuro,3597
50226,16,Nacional público,3598
50226,17,Regional público,3599
50226,14,Nacional privado,3600
50226,15,Nacional privado,3601
50245,19,Nacional privado futuro,3602
50245,16,Nacional público,3603
50245,17,Regional público,3604
50245,14,Nacional privado,3605
50245,15,Nacional privado,3606
50251,19,Nacional privado futuro,3607
50251,16,Nacional público,3608
50251,17,Regional público,3609
50251,14,Nacional privado,3610
50251,15,Nacional privado,3611
50270,19,Nacional privado futuro,3612
50270,16,Nacional público,3613
50270,17,Regional público,3614
50270,14,Nacional privado,3615
50270,15,Nacional privado,3616
50287,19,Nacional privado futuro,3617
50287,16,Nacional público,3618
50287,17,Regional público,3619
50287,14,Nacional privado,3620
50287,15,Nacional privado,3621
50313,19,Nacional privado futuro,3622
50313,16,Nacional público,3623
50313,17,Regional público,3624
50313,14,Nacional privado,3625
50313,15,Nacional privado,3626
50318,19,Nacional privado futuro,3627
50318,16,Nacional público,3628
50318,17,Regional público,3629
50318,14,Nacional privado,3630
50318,15,Nacional privado,3631
50325,14,Nacional privado,3632
50325,15,Nacional privado,3633
50325,16,Nacional público,3634
50325,19,Nacional privado futuro,3635
50325,17,Regional público,3636
50330,14,Nacional privado,3637
50330,15,Nacional privado,3638
50330,16,Nacional público,3639
50330,19,Nacional privado futuro,3640
50330,17,Regional público,3641
50350,14,Nacional privado,3642
50350,15,Nacional privado,3643
50350,16,Nacional público,3644
50350,19,Nacional privado futuro,3645
50350,17,Regional público,3646
50370,14,Nacional privado,3647
50370,15,Nacional privado,3648
50370,16,Nacional público,3649
50370,19,Nacional privado futuro,3650
50370,17,Regional público,3651
50400,14,Nacional privado,3652
50400,15,Nacional privado,3653
50400,16,Nacional público,3654
50400,19,Nacional privado futuro,3655
50400,17,Regional público,3656
50450,14,Nacional privado,3657
50450,15,Nacional privado,3658
50450,16,Nacional público,3659
50450,19,Nacional privado futuro,3660
50450,17,Regional público,3661
50568,19,Nacional privado futuro,3662
50568,14,Nacional privado,3663
50568,15,Nacional privado,3664
50568,16,Nacional público,3665
50568,17,Regional público,3666
50573,19,Nacional privado futuro,3667
50573,16,Nacional público,3668
50573,17,Regional público,3669
50573,14,Nacional privado,3670
50573,15,Nacional privado,3671
50577,19,Nacional privado futuro,3672
50577,14,Nacional privado,3673
50577,15,Nacional privado,3674
50577,16,Nacional público,3675
50577,17,Regional público,3676
50590,19,Nacional privado futuro,3677
50590,14,Nacional privado,3678
50590,15,Nacional privado,3679
50590,16,Nacional público,3680
50590,17,Regional público,3681
50606,19,Nacional privado futuro,3682
50606,16,Nacional público,3683
50606,17,Regional público,3684
50606,14,Nacional privado,3685
50606,15,Nacional privado,3686
50680,19,Nacional privado futuro,3687
50680,16,Nacional público,3688
50680,17,Regional público,3689
50680,14,Nacional privado,3690
50680,15,Nacional privado,3691
50683,19,Nacional privado futuro,3692
50683,16,Nacional público,3693
50683,17,Regional público,3694
50683,14,Nacional privado,3695
50683,15,Nacional privado,3696
50686,19,Nacional privado futuro,3697
50686,16,Nacional público,3698
50686,17,Regional público,3699
50686,14,Nacional privado,3700
50686,15,Nacional privado,3701
50689,19,Nacional privado futuro,3702
50689,16,Nacional público,3703
50689,17,Regional público,3704
50689,14,Nacional privado,3705
50689,15,Nacional privado,3706
50711,19,Nacional privado futuro,3707
50711,14,Nacional privado,3708
50711,15,Nacional privado,3709
50711,16,Nacional público,3710
50711,17,Regional público,3711
52001,26,Local sin ánimo de lucro,3712
52001,28,Nacional privado futuro,3713
52001,14,Nacional privado,3714
52001,16,Nacional privado,3715
52001,18,Nacional público,3716
52001,20,Regional público,3717
52001,36,Local con ánimo de lucro,3718
52019,28,Nacional privado futuro,3719
52019,18,Nacional público,3720
52019,20,Regional público,3721
52019,14,Nacional privado,3722
52019,16,Nacional privado,3723
52022,30,Nacional privado futuro,3724
52022,18,Nacional público,3725
52022,20,Regional público,3726
52022,14,Nacional privado,3727
52022,16,Nacional privado,3728
52036,27,Nacional privado futuro,3729
52036,18,Nacional público,3730
52036,20,Regional público,3731
52036,14,Nacional privado,3732
52036,16,Nacional privado,3733
52051,28,Nacional privado futuro,3734
52051,14,Nacional privado,3735
52051,16,Nacional privado,3736
52051,18,Nacional público,3737
52051,20,Regional público,3738
52079,28,Nacional privado futuro,3739
52079,14,Nacional privado,3740
52079,16,Nacional privado,3741
52079,18,Nacional público,3742
52079,20,Regional público,3743
52083,21,Nacional privado,3744
52083,22,Nacional privado,3745
52083,33,Nacional público,3746
52083,17,Regional público,3747
52083,27,Nacional privado futuro,3748
52110,28,Nacional privado futuro,3749
52110,18,Nacional público,3750
52110,20,Regional público,3751
52110,14,Nacional privado,3752
52110,16,Nacional privado,3753
52203,28,Nacional privado futuro,3754
52203,14,Nacional privado,3755
52203,16,Nacional privado,3756
52203,18,Nacional público,3757
52203,20,Regional público,3758
52207,28,Nacional privado futuro,3759
52207,14,Nacional privado,3760
52207,16,Nacional privado,3761
52207,18,Nacional público,3762
52207,20,Regional público,3763
52210,18,Nacional público,3764
52210,20,Regional público,3765
52210,14,Nacional privado,3766
52210,16,Nacional privado,3767
52210,19,Nacional privado futuro,3768
52215,28,Nacional privado futuro,3769
52215,14,Nacional privado,3770
52215,16,Nacional privado,3771
52215,18,Nacional público,3772
52215,20,Regional público,3773
52224,30,Nacional privado futuro,3774
52224,18,Nacional público,3775
52224,20,Regional público,3776
52224,14,Nacional privado,3777
52224,16,Nacional privado,3778
52227,28,Nacional privado futuro,3779
52227,14,Nacional privado,3780
52227,16,Nacional privado,3781
52227,18,Nacional público,3782
52227,20,Regional público,3783
52233,27,Nacional privado futuro,3784
52233,21,Nacional privado,3785
52233,22,Nacional privado,3786
52233,18,Nacional público,3787
52233,20,Regional público,3788
52240,27,Nacional privado futuro,3789
52240,33,Nacional público,3790
52240,35,Regional público,3791
52240,14,Nacional privado,3792
52240,16,Nacional privado,3793
52250,27,Nacional privado futuro,3794
52250,21,Nacional privado,3795
52250,22,Nacional privado,3796
52250,18,Nacional público,3797
52250,20,Regional público,3798
52254,18,Nacional público,3799
52254,20,Regional público,3800
52254,14,Nacional privado,3801
52254,22,Nacional privado,3802
52254,27,Nacional privado futuro,3803
52256,27,Nacional privado futuro,3804
52256,18,Nacional público,3805
52256,17,Regional público,3806
52256,21,Nacional privado,3807
52256,22,Nacional privado,3808
52258,17,Regional público,3809
52258,18,Nacional público,3810
52258,28,Nacional privado futuro,3811
52258,14,Nacional privado,3812
52258,16,Nacional privado,3813
52260,28,Nacional privado futuro,3814
52260,14,Nacional privado,3815
52260,16,Nacional privado,3816
52260,18,Nacional público,3817
52260,20,Regional público,3818
52287,28,Nacional privado futuro,3819
52287,14,Nacional privado,3820
52287,16,Nacional privado,3821
52287,18,Nacional público,3822
52287,20,Regional público,3823
52317,28,Nacional privado futuro,3824
52317,14,Nacional privado,3825
52317,16,Nacional privado,3826
52317,18,Nacional público,3827
52317,20,Regional público,3828
52320,28,Nacional privado futuro,3829
52320,14,Nacional privado,3830
52320,16,Nacional privado,3831
52320,18,Nacional público,3832
52320,20,Regional público,3833
52323,28,Nacional privado futuro,3834
52323,14,Nacional privado,3835
52323,16,Nacional privado,3836
52323,18,Nacional público,3837
52323,20,Regional público,3838
52352,28,Nacional privado futuro,3839
52352,14,Nacional privado,3840
52352,16,Nacional privado,3841
52352,18,Nacional público,3842
52352,20,Regional público,3843
52354,28,Nacional privado futuro,3844
52354,14,Nacional privado,3845
52354,16,Nacional privado,3846
52354,18,Nacional público,3847
52354,20,Regional público,3848
52356,26,Local sin ánimo de lucro,3849
52356,28,Nacional privado futuro,3850
52356,14,Nacional privado,3851
52356,16,Nacional privado,3852
52356,18,Nacional público,3853
52356,20,Regional público,3854
52356,32,Local con ánimo de lucro,3855
52378,27,Nacional privado futuro,3856
52378,33,Nacional público,3857
52378,17,Regional público,3858
52378,21,Nacional privado,3859
