geolocation_id,channels,operation,id
15646,43,Nacional privado,1438
15646,46,Nacional privado,1439
15646,30,Nacional privado futuro,1440
15646,40,Nacional público,1441
15646,39,Regional público,1442
15660,19,Nacional privado futuro,1443
15660,16,Nacional público,1444
15660,17,Regional público,1445
15660,14,Nacional privado,1446
15660,15,Nacional privado,1447
15664,47,Nacional privado futuro,1448
15664,16,Nacional público,1449
15664,17,Regional público,1450
15664,21,Nacional privado,1451
15664,42,Nacional privado,1452
15667,19,Nacional privado futuro,1453
15667,16,Nacional público,1454
15667,17,Regional público,1455
15667,14,Nacional privado,1456
15667,15,Nacional privado,1457
15673,19,Nacional privado futuro,1458
15673,16,Nacional público,1459
15673,17,Regional público,1460
15673,14,Nacional privado,1461
15673,15,Nacional privado,1462
15676,47,Nacional privado futuro,1463
15676,21,Nacional privado,1464
15676,42,Nacional privado,1465
15676,35,Nacional público,1466
15676,39,Regional público,1467
15681,47,Nacional privado futuro,1468
15681,21,Nacional privado,1469
15681,42,Nacional privado,1470
15681,35,Nacional público,1471
15681,39,Regional público,1472
15686,47,Nacional privado futuro,1473
15686,21,Nacional privado,1474
15686,42,Nacional privado,1475
15686,35,Nacional público,1476
15686,39,Regional público,1477
15690,19,Nacional privado futuro,1478
15690,16,Nacional público,1479
15690,17,Regional público,1480
15690,14,Nacional privado,1481
15690,15,Nacional privado,1482
15693,19,Nacional privado futuro,1483
15693,14,Nacional privado,1484
15693,15,Nacional privado,1485
15693,17,Regional público,1486
15693,16,Nacional público,1487
15696,30,Nacional privado futuro,1488
15696,16,Nacional público,1489
15696,17,Regional público,1490
15696,43,Nacional privado,1491
15696,46,Nacional privado,1492
15720,19,Nacional privado futuro,1493
15720,16,Nacional público,1494
15720,17,Regional público,1495
15720,14,Nacional privado,1496
15720,15,Nacional privado,1497
15723,19,Nacional privado futuro,1498
15723,16,Nacional público,1499
15723,17,Regional público,1500
15723,14,Nacional privado,1501
15723,15,Nacional privado,1502
15740,19,Nacional privado futuro,1503
15740,14,Nacional privado,1504
15740,15,Nacional privado,1505
15740,17,Regional público,1506
15740,16,Nacional público,1507
15753,19,Nacional privado futuro,1508
15753,16,Nacional público,1509
15753,17,Regional público,1510
15753,14,Nacional privado,1511
15753,15,Nacional privado,1512
15755,19,Nacional privado futuro,1513
15755,16,Nacional público,1514
15755,17,Regional público,1515
15755,14,Nacional privado,1516
15755,15,Nacional privado,1517
15757,19,Nacional privado futuro,1518
15757,16,Nacional público,1519
15757,17,Regional público,1520
15757,14,Nacional privado,1521
15757,15,Nacional privado,1522
15759,19,Nacional privado futuro,1523
15759,14,Nacional privado,1524
15759,15,Nacional privado,1525
15759,17,Regional público,1526
15759,16,Nacional público,1527
15759,24,Local con ánimo de lucro,1528
15761,14,Nacional privado,1529
15761,15,Nacional privado,1530
15761,19,Nacional privado futuro,1531
15761,16,Nacional público,1532
15761,17,Regional público,1533
15762,29,Nacional privado futuro,1534
15762,40,Nacional público,1535
15762,39,Regional público,1536
15762,43,Nacional privado,1537
15762,46,Nacional privado,1538
15763,19,Nacional privado futuro,1539
15763,16,Nacional público,1540
15763,17,Regional público,1541
15763,14,Nacional privado,1542
15763,15,Nacional privado,1543
15764,19,Nacional privado futuro,1544
15764,21,Nacional privado,1545
15764,42,Nacional privado,1546
15764,17,Regional público,1547
15764,16,Nacional público,1548
15774,19,Nacional privado futuro,1549
15774,14,Nacional privado,1550
15774,15,Nacional privado,1551
15774,16,Nacional público,1552
15774,17,Regional público,1553
15776,43,Nacional privado,1554
15776,46,Nacional privado,1555
15776,30,Nacional privado futuro,1556
15776,40,Nacional público,1557
15776,39,Regional público,1558
15778,14,Nacional privado,1559
15778,15,Nacional privado,1560
15778,19,Nacional privado futuro,1561
15778,16,Nacional público,1562
15778,17,Regional público,1563
15790,19,Nacional privado futuro,1564
15790,16,Nacional público,1565
15790,17,Regional público,1566
15790,14,Nacional privado,1567
15790,15,Nacional privado,1568
15798,19,Nacional privado futuro,1569
15798,16,Nacional público,1570
15798,17,Regional público,1571
15798,14,Nacional privado,1572
15798,15,Nacional privado,1573
15804,16,Nacional público,1574
15804,17,Regional público,1575
15804,14,Nacional privado,1576
15804,15,Nacional privado,1577
15804,19,Nacional privado futuro,1578
15806,19,Nacional privado futuro,1579
15806,14,Nacional privado,1580
15806,15,Nacional privado,1581
15806,17,Regional público,1582
15806,16,Nacional público,1583
15808,43,Nacional privado,1584
15808,46,Nacional privado,1585
15808,30,Nacional privado futuro,1586
15808,40,Nacional público,1587
15808,39,Regional público,1588
15810,16,Nacional público,1589
15810,17,Regional público,1590
15810,14,Nacional privado,1591
15810,15,Nacional privado,1592
15810,19,Nacional privado futuro,1593
15814,19,Nacional privado futuro,1594
15814,14,Nacional privado,1595
15814,15,Nacional privado,1596
15814,17,Regional público,1597
15814,16,Nacional público,1598
15816,47,Nacional privado futuro,1599
15816,21,Nacional privado,1600
15816,42,Nacional privado,1601
15816,35,Nacional público,1602
15816,39,Regional público,1603
15820,19,Nacional privado futuro,1604
15820,14,Nacional privado,1605
15820,15,Nacional privado,1606
15820,16,Nacional público,1607
15820,17,Regional público,1608
15822,19,Nacional privado futuro,1609
15822,14,Nacional privado,1610
15822,15,Nacional privado,1611
15822,17,Regional público,1612
15822,16,Nacional público,1613
15832,47,Nacional privado futuro,1614
15832,21,Nacional privado,1615
15832,42,Nacional privado,1616
15832,35,Nacional público,1617
15832,39,Regional público,1618
15835,16,Nacional público,1619
15835,17,Regional público,1620
15835,14,Nacional privado,1621
15835,15,Nacional privado,1622
15835,19,Nacional privado futuro,1623
15837,19,Nacional privado futuro,1624
15837,14,Nacional privado,1625
15837,15,Nacional privado,1626
15837,17,Regional público,1627
15837,16,Nacional público,1628
15839,19,Nacional privado futuro,1629
15839,14,Nacional privado,1630
15839,15,Nacional privado,1631
15839,16,Nacional público,1632
15839,18,Regional público,1633
15842,19,Nacional privado futuro,1634
15842,16,Nacional público,1635
15842,17,Regional público,1636
15842,14,Nacional privado,1637
15842,15,Nacional privado,1638
15861,16,Nacional público,1639
15861,19,Nacional privado futuro,1640
15861,17,Regional público,1641
15861,14,Nacional privado,1642
15861,15,Nacional privado,1643
15879,27,Nacional privado futuro,1644
15879,16,Nacional público,1645
15879,17,Regional público,1646
15879,43,Nacional privado,1647
15879,46,Nacional privado,1648
15897,19,Nacional privado futuro,1649
15897,16,Nacional público,1650
15897,17,Regional público,1651
15897,14,Nacional privado,1652
15897,15,Nacional privado,1653
17001,43,Nacional privado futuro,1654
17001,43,Nacional privado futuro,1655
17001,43,Nacional privado futuro,1656
17001,41,Nacional privado,1657
17001,42,Nacional privado,1658
17001,42,Nacional privado,1659
17001,41,Nacional privado,1660
17001,41,Nacional privado,1661
17001,42,Nacional privado,1662
17001,38,Nacional público,1663
17001,44,Regional público,1664
17001,46,Local con ánimo de lucro,1665
17001,25,Local sin ánimo de lucro,1666
17013,19,Nacional privado futuro,1667
17013,14,Nacional privado,1668
17013,15,Nacional privado,1669
17013,16,Nacional público,1670
17013,44,Regional público,1671
17042,43,Nacional privado futuro,1672
17042,41,Nacional privado,1673
17042,42,Nacional privado,1674
17042,38,Nacional público,1675
17042,44,Regional público,1676
17050,43,Nacional privado futuro,1677
17050,41,Nacional privado,1678
17050,42,Nacional privado,1679
17050,38,Nacional público,1680
17050,44,Regional público,1681
17088,43,Nacional privado futuro,1682
17088,41,Nacional privado,1683
17088,42,Nacional privado,1684
17088,38,Nacional público,1685
17088,44,Regional público,1686
17174,43,Nacional privado futuro,1687
17174,41,Nacional privado,1688
17174,42,Nacional privado,1689
17174,38,Nacional público,1690
17174,44,Regional público,1691
17272,43,Nacional privado futuro,1692
17272,41,Nacional privado,1693
17272,42,Nacional privado,1694
17272,38,Nacional público,1695
17272,44,Regional público,1696
17380,43,Nacional privado futuro,1697
17380,41,Nacional privado,1698
17380,42,Nacional privado,1699
17380,38,Nacional público,1700
17380,44,Regional público,1701
17388,43,Nacional privado futuro,1702
17388,14,Nacional privado,1703
17388,15,Nacional privado,1704
17388,38,Nacional público,1705
17388,44,Regional público,1706
17433,50,Nacional privado futuro,1707
17433,21,Nacional privado,1708
17433,27,Nacional privado,1709
17433,16,Nacional público,1710
17433,44,Regional público,1711
17442,43,Nacional privado futuro,1712
17442,41,Nacional privado,1713
17442,42,Nacional privado,1714
17442,38,Nacional público,1715
17442,44,Regional público,1716
17444,16,Nacional público,1717
17444,14,Nacional privado,1718
17444,15,Nacional privado,1719
17444,44,Regional público,1720
17444,19,Nacional privado futuro,1721
17446,43,Nacional privado futuro,1722
17446,41,Nacional privado,1723
17446,42,Nacional privado,1724
17446,38,Nacional público,1725
17446,44,Regional público,1726
17486,43,Nacional privado futuro,1727
17486,41,Nacional privado,1728
17486,42,Nacional privado,1729
17486,38,Nacional público,1730
17486,44,Regional público,1731
17495,16,Nacional público,1732
17495,21,Nacional privado,1733
17495,42,Nacional privado,1734
17495,44,Regional público,1735
17495,19,Nacional privado futuro,1736
17513,19,Nacional privado futuro,1737
17513,14,Nacional privado,1738
17513,15,Nacional privado,1739
17513,27,Nacional público,1740
17513,44,Regional público,1741
17524,38,Nacional público,1742
17524,44,Regional público,1743
17524,43,Nacional privado futuro,1744
17524,41,Nacional privado,1745
17524,42,Nacional privado,1746
17541,19,Nacional privado futuro,1747
17541,14,Nacional privado,1748
17541,15,Nacional privado,1749
17541,16,Nacional público,1750
17541,44,Regional público,1751
17614,43,Nacional privado futuro,1752
17614,41,Nacional privado,1753
17614,42,Nacional privado,1754
17614,38,Nacional público,1755
17614,44,Regional público,1756
17616,43,Nacional privado futuro,1757
17616,41,Nacional privado,1758
17616,42,Nacional privado,1759
17616,38,Nacional público,1760
17616,44,Regional público,1761
17653,27,Nacional privado futuro,1762
17653,14,Nacional privado,1763
17653,15,Nacional privado,1764
17653,38,Nacional público,1765
17653,44,Regional público,1766
17653,36,Local con ánimo de lucro,1767
17653,26,Local sin ánimo de lucro,1768
17662,19,Nacional privado futuro,1769
17662,14,Nacional privado,1770
17662,15,Nacional privado,1771
17662,35,Nacional público,1772
17662,44,Regional público,1773
17665,38,Nacional público,1774
17665,44,Regional público,1775
17665,41,Nacional privado,1776
17665,42,Nacional privado,1777
17665,27,Nacional privado futuro,1778
17777,43,Nacional privado futuro,1779
17777,41,Nacional privado,1780
17777,42,Nacional privado,1781
17777,38,Nacional público,1782
17777,44,Regional público,1783
17867,43,Nacional privado futuro,1784
17867,21,Nacional privado,1785
17867,42,Nacional privado,1786
17867,16,Nacional público,1787
17867,44,Regional público,1788
17873,43,Nacional privado futuro,1789
17873,41,Nacional privado,1790
17873,42,Nacional privado,1791
17873,38,Nacional público,1792
17873,44,Regional público,1793
17877,48,Nacional privado futuro,1794
17877,14,Nacional privado,1795
17877,15,Nacional privado,1796
17877,38,Nacional público,1797
17877,44,Regional público,1798
18001,19,Nacional privado futuro,1799
18001,14,Nacional privado,1800
18001,15,Nacional privado,1801
18001,18,Nacional público,1802
18001,17,Regional público,1803
18029,19,Nacional privado futuro,1806
18029,14,Nacional privado,1807
18029,15,Nacional privado,1808
18029,18,Nacional público,1809
18029,17,Regional público,1810
18094,18,Nacional público,1811
18094,17,Regional público,1812
18094,14,Nacional privado,1813
18094,15,Nacional privado,1814
18094,19,Nacional privado futuro,1815
18150,19,Nacional privado futuro,1816
18150,14,Nacional privado,1817
18150,15,Nacional privado,1818
18150,18,Nacional público,1819
18150,17,Regional público,1820
18205,28,Nacional privado futuro,1821
18205,14,Nacional privado,1822
18205,16,Nacional privado,1823
18205,18,Nacional público,1824
18205,20,Regional público,1825
18247,19,Nacional privado futuro,1826
18247,14,Nacional privado,1827
18247,15,Nacional privado,1828
18247,18,Nacional público,1829
18247,17,Regional público,1830
18256,19,Nacional privado futuro,1831
18256,14,Nacional privado,1832
18256,15,Nacional privado,1833
18256,18,Nacional público,1834
18256,17,Regional público,1835
18410,19,Nacional privado futuro,1836
18410,14,Nacional privado,1837
18410,15,Nacional privado,1838
18410,18,Nacional público,1839
18410,17,Regional público,1840
18460,19,Nacional privado futuro,1841
18460,14,Nacional privado,1842
18460,15,Nacional privado,1843
18460,18,Nacional público,1844
18460,17,Regional público,1845
18479,19,Nacional privado futuro,1846
18479,14,Nacional privado,1847
18479,15,Nacional privado,1848
18479,18,Nacional público,1849
18479,17,Regional público,1850
18592,19,Nacional privado futuro,1851
18592,14,Nacional privado,1852
18592,15,Nacional privado,1853
18592,18,Nacional público,1854
18592,17,Regional público,1855
18610,18,Nacional público,1856
18610,17,Regional público,1857
18610,14,Nacional privado,1858
18610,15,Nacional privado,1859
18610,19,Nacional privado futuro,1860
18753,19,Nacional privado futuro,1861
18753,14,Nacional privado,1862
18753,15,Nacional privado,1863
18753,18,Nacional público,1864
18753,17,Regional público,1865
18756,18,Nacional público,1866
18756,17,Regional público,1867
18756,14,Nacional privado,1868
18756,15,Nacional privado,1869
18756,19,Nacional privado futuro,1870
18785,18,Nacional público,1871
18785,17,Regional público,1872
18785,14,Nacional privado,1873
18785,16,Nacional privado,1874
18785,19,Nacional privado futuro,1875
18860,19,Nacional privado futuro,1876
18860,14,Nacional privado,1877
18860,15,Nacional privado,1878
18860,18,Nacional público,1879
18860,17,Regional público,1880
19001,25,Local sin ánimo de lucro,1881
19001,27,Nacional privado futuro,1882
19001,21,Nacional privado,1883
19001,22,Nacional privado,1884
19001,33,Nacional público,1885
19001,35,Regional público,1886
19001,23,Local con ánimo de lucro,1887
19022,27,Nacional privado futuro,1888
19022,21,Nacional privado,1889
19022,22,Nacional privado,1890
19022,33,Nacional público,1891
19022,17,Regional público,1892
19050,21,Nacional privado,1893
19050,22,Nacional privado,1894
19050,33,Nacional público,1895
19050,17,Regional público,1896
19050,27,Nacional privado futuro,1897
19075,27,Nacional privado futuro,1898
19075,21,Nacional privado,1899
19075,22,Nacional privado,1900
19075,33,Nacional público,1901
19075,35,Regional público,1902
19100,29,Nacional privado futuro,1903
19100,18,Nacional público,1904
19100,20,Regional público,1905
19100,21,Nacional privado,1906
19100,22,Nacional privado,1907
19110,19,Nacional privado futuro,1908
19110,16,Nacional público,1909
19110,17,Regional público,1910
19110,14,Nacional privado,1911
19110,15,Nacional privado,1912
19130,27,Nacional privado futuro,1913
19130,21,Nacional privado,1914
19130,22,Nacional privado,1915
19130,33,Nacional público,1916
19130,35,Regional público,1917
19137,27,Nacional privado futuro,1918
19137,21,Nacional privado,1919
19137,22,Nacional privado,1920
19137,33,Nacional público,1921
19137,35,Regional público,1922
19142,19,Nacional privado futuro,1923
19142,14,Nacional privado,1924
19142,15,Nacional privado,1925
19142,16,Nacional público,1926
19142,17,Regional público,1927
19212,19,Nacional privado futuro,1928
19212,14,Nacional privado,1929
19212,15,Nacional privado,1930
19212,16,Nacional público,1931
19212,17,Regional público,1932
19256,27,Nacional privado futuro,1933
19256,21,Nacional privado,1934
19256,22,Nacional privado,1935
19256,33,Nacional público,1936
19256,35,Regional público,1937
19290,27,Nacional privado futuro,1938
19290,21,Nacional privado,1939
19290,22,Nacional privado,1940
19290,33,Nacional público,1941
19290,35,Regional público,1942
19300,14,Nacional privado,1943
19300,15,Nacional privado,1944
19300,16,Nacional público,1945
19300,17,Regional público,1946
19300,19,Nacional privado futuro,1947
19318,27,Nacional privado futuro,1948
19318,21,Nacional privado,1949
19318,22,Nacional privado,1950
19318,18,Nacional público,1951
19318,20,Regional público,1952
19355,19,Nacional privado futuro,1953
19355,14,Nacional privado,1954
19355,15,Nacional privado,1955
19355,34,Nacional público,1956
19355,36,Regional público,1957
19364,14,Nacional privado,1958
19364,15,Nacional privado,1959
19364,16,Nacional público,1960
19364,35,Regional público,1961
19364,19,Nacional privado futuro,1962
19392,27,Nacional privado futuro,1963
19392,21,Nacional privado,1964
19392,22,Nacional privado,1965
19392,33,Nacional público,1966
19392,35,Regional público,1967
19397,27,Nacional privado futuro,1968
19397,33,Nacional público,1969
19397,17,Regional público,1970
19397,21,Nacional privado,1971
19397,22,Nacional privado,1972
19418,27,Nacional privado futuro,1973
19418,21,Nacional privado,1974
19418,22,Nacional privado,1975
19418,33,Nacional público,1976
19418,35,Regional público,1977
19450,27,Nacional privado futuro,1978
19450,21,Nacional privado,1979
19450,22,Nacional privado,1980
19450,33,Nacional público,1981
19450,35,Regional público,1982
19455,19,Nacional privado futuro,1983
19455,14,Nacional privado,1984
19455,15,Nacional privado,1985
19455,16,Nacional público,1986
19455,17,Regional público,1987
19473,27,Nacional privado futuro,1988
19473,21,Nacional privado,1989
19473,22,Nacional privado,1990
19473,33,Nacional público,1991
19473,35,Regional público,1992
19513,19,Nacional privado futuro,1993
19513,16,Nacional público,1994
19513,17,Regional público,1995
19513,14,Nacional privado,1996
19513,15,Nacional privado,1997
19517,19,Nacional privado futuro,1998
19517,14,Nacional privado,1999
19517,15,Nacional privado,2000
19517,34,Nacional público,2001
19517,36,Regional público,2002
19532,27,Nacional privado futuro,2003
19532,21,Nacional privado,2004
19532,22,Nacional privado,2005
19532,33,Nacional público,2006
19532,35,Regional público,2007
19533,14,Nacional privado,2008
19533,16,Nacional privado,2009
19533,34,Nacional público,2010
19533,17,Regional público,2011
19533,28,Nacional privado futuro,2012
19548,27,Nacional privado futuro,2013
19548,21,Nacional privado,2014
19548,22,Nacional privado,2015
19548,33,Nacional público,2016
19548,35,Regional público,2017
19573,19,Nacional privado futuro,2018
19573,14,Nacional privado,2019
19573,15,Nacional privado,2020
19573,16,Nacional público,2021
19573,17,Regional público,2022
19585,27,Nacional privado futuro,2023
19585,21,Nacional privado,2024
19585,22,Nacional privado,2025
19585,33,Nacional público,2026
19585,35,Regional público,2027
19622,27,Nacional privado futuro,2028
19622,21,Nacional privado,2029
19622,22,Nacional privado,2030
19622,33,Nacional público,2031
19622,35,Regional público,2032
19693,27,Nacional privado futuro,2033
19693,33,Nacional público,2034
19693,17,Regional público,2035
19693,21,Nacional privado,2036
19693,22,Nacional privado,2037
19698,19,Nacional privado futuro,2038
19698,14,Nacional privado,2039
19698,15,Nacional privado,2040
19698,16,Nacional público,2041
19698,17,Regional público,2042
19701,14,Nacional privado,2043
19701,16,Nacional privado,2044
19701,33,Nacional público,2045
19701,17,Regional público,2046
19701,28,Nacional privado futuro,2047
19743,27,Nacional privado futuro,2048
19743,21,Nacional privado,2049
19743,22,Nacional privado,2050
19743,33,Nacional público,2051
19743,35,Regional público,2052
19760,27,Nacional privado futuro,2053
19760,21,Nacional privado,2054
19760,22,Nacional privado,2055
19760,33,Nacional público,2056
19760,35,Regional público,2057
19780,19,Nacional privado futuro,2058
19780,14,Nacional privado,2059
19780,15,Nacional privado,2060
19780,16,Nacional público,2061
19780,35,Regional público,2062
19785,14,Nacional privado,2063
19785,15,Nacional privado,2064
19785,33,Nacional público,2065
19785,17,Regional público,2066
19785,19,Nacional privado futuro,2067
19807,27,Nacional privado futuro,2068
19807,21,Nacional privado,2069
19807,22,Nacional privado,2070
19807,33,Nacional público,2071
19807,35,Regional público,2072
19809,27,Nacional privado futuro,2073
19809,21,Nacional privado,2074
19809,22,Nacional privado,2075
19809,33,Nacional público,2076
19809,35,Regional público,2077
19821,19,Nacional privado futuro,2078
19821,16,Nacional público,2079
19821,17,Regional público,2080
19821,14,Nacional privado,2081
19821,15,Nacional privado,2082
19824,27,Nacional privado futuro,2083
19824,21,Nacional privado,2084
19824,22,Nacional privado,2085
19824,33,Nacional público,2086
19824,35,Regional público,2087
19845,14,Nacional privado,2088
19845,15,Nacional privado,2089
19845,16,Nacional público,2090
19845,17,Regional público,2091
19845,19,Nacional privado futuro,2092
20001,21,Local sin ánimo de lucro,2093
20001,29,Nacional privado futuro,2094
20001,35,Nacional privado futuro,2095
20001,35,Nacional privado futuro,2096
20001,34,Nacional privado,2097
20001,32,Nacional privado,2098
20001,42,Nacional privado futuro,2099
20001,28,Nacional público,2100
20001,29,Regional público,2101
20001,28,Nacional público,2102
20001,28,Nacional público,2103
20001,29,Regional público,2104
20001,29,Regional público,2105
20001,28,Nacional público,2106
20001,29,Regional público,2107
20001,50,Local con ánimo de lucro,2108
20011,50,Nacional privado futuro,2109
20011,49,Nacional privado,2110
20011,45,Nacional privado,2111
20011,27,Nacional público,2112
20011,29,Regional público,2113
20013,21,Local sin ánimo de lucro,2114
20013,27,Nacional privado futuro,2115
20013,34,Nacional privado,2116
20013,32,Nacional privado,2117
20013,28,Nacional público,2118
20013,29,Regional público,2119
20013,36,Local con ánimo de lucro,2120
20032,50,Nacional privado futuro,2121
20032,49,Nacional privado,2122
20032,45,Nacional privado,2123
20032,28,Nacional público,2124
20032,29,Regional público,2125
20045,27,Nacional privado futuro,2126
20045,34,Nacional privado,2127
20045,32,Nacional privado,2128
20045,28,Nacional público,2129
20045,29,Regional público,2130
20060,27,Nacional privado futuro,2131
20060,41,Nacional privado,2132
20060,38,Nacional privado,2133
20060,28,Nacional público,2134
20060,29,Regional público,2135
20175,27,Nacional privado futuro,2136
20175,49,Nacional privado,2137
20175,45,Nacional privado,2138
20175,28,Nacional público,2139
20175,29,Regional público,2140
20178,27,Nacional privado futuro,2141
20178,21,Nacional privado,2142
20178,22,Nacional privado,2143
20178,28,Nacional público,2144
20178,29,Regional público,2145
20228,28,Nacional privado futuro,2146
20228,21,Nacional privado,2147
20228,22,Nacional privado,2148
20228,28,Nacional público,2149
20228,29,Regional público,2150
20238,27,Nacional privado futuro,2151
20238,41,Nacional privado,2152
20238,45,Nacional privado,2153
20238,28,Nacional público,2154
20238,48,Regional público,2155
20250,27,Nacional privado futuro,2156
20250,49,Nacional privado,2157
20250,45,Nacional privado,2158
20250,28,Nacional público,2159
20250,29,Regional público,2160
20295,50,Nacional privado futuro,2161
20295,49,Nacional privado,2162
20295,45,Nacional privado,2163
20295,27,Nacional público,2164
20295,29,Regional público,2165
20310,50,Nacional privado futuro,2166
20310,49,Nacional privado,2167
20310,45,Nacional privado,2168
20310,27,Nacional público,2169
20310,29,Regional público,2170
20383,50,Nacional privado futuro,2171
20383,49,Nacional privado,2172
20383,45,Nacional privado,2173
20383,27,Nacional público,2174
20383,29,Regional público,2175
20400,27,Nacional privado futuro,2176
20400,34,Nacional privado,2177
20400,32,Nacional privado,2178
20400,28,Nacional público,2179
20400,29,Regional público,2180
20443,21,Local sin ánimo de lucro,2181
20443,27,Nacional privado futuro,2182
20443,34,Nacional privado,2183
20443,32,Nacional privado,2184
20443,28,Nacional público,2185
20443,29,Regional público,2186
20443,36,Local con ánimo de lucro,2187
20517,50,Nacional privado futuro,2188
20517,49,Nacional privado,2189
20517,45,Nacional privado,2190
20517,34,Nacional público,2191
20517,29,Regional público,2192
20550,50,Nacional privado futuro,2193
20550,49,Nacional privado,2194
20550,45,Nacional privado,2195
20550,27,Nacional público,2196
20550,29,Regional público,2197
20570,28,Nacional público,2198
20570,29,Regional público,2199
20570,14,Nacional privado,2200
20570,15,Nacional privado,2201
20570,19,Nacional privado futuro,2202
20614,19,Nacional privado futuro,2203
20614,27,Nacional público,2204
20614,29,Regional público,2205
20614,14,Nacional privado,2206
20614,15,Nacional privado,2207
20621,21,Local sin ánimo de lucro,2208
20621,27,Nacional privado futuro,2209
20621,34,Nacional privado,2210
20621,32,Nacional privado,2211
20621,28,Nacional público,2212
20621,29,Regional público,2213
20621,36,Local con ánimo de lucro,2214
20710,50,Nacional privado futuro,2215
20710,49,Nacional privado,2216
20710,45,Nacional privado,2217
20710,27,Nacional público,2218
20710,29,Regional público,2219
20750,21,Local sin ánimo de lucro,2220
20750,27,Nacional privado futuro,2221
20750,34,Nacional privado,2222
20750,32,Nacional privado,2223
20750,28,Nacional público,2224
20750,29,Regional público,2225
20750,36,Local con ánimo de lucro,2226
20770,50,Nacional privado futuro,2227
20770,49,Nacional privado,2228
20770,45,Nacional privado,2229
20770,27,Nacional público,2230
20770,29,Regional público,2231
20787,50,Nacional privado futuro,2232
20787,49,Nacional privado,2233
20787,45,Nacional privado,2234
20787,27,Nacional público,2235
20787,29,Regional público,2236
23001,30,Local sin ánimo de lucro,2237
23001,19,Nacional privado futuro,2238
23001,14,Nacional privado,2239
23001,15,Nacional privado,2240
23001,16,Nacional público,2241
23001,17,Regional público,2242
23001,36,Local con ánimo de lucro,2243
23068,46,Nacional privado futuro,2244
23068,43,Nacional privado,2245
23068,44,Nacional privado,2246
23068,16,Nacional público,2247
23068,17,Regional público,2248
23079,46,Nacional privado futuro,2249
23079,43,Nacional privado,2250
23079,44,Nacional privado,2251
23079,16,Nacional público,2252
23079,17,Regional público,2253
23090,19,Nacional privado futuro,2254
23090,14,Nacional privado,2255
23090,15,Nacional privado,2256
23090,16,Nacional público,2257
23090,17,Regional público,2258
23162,19,Nacional privado futuro,2259
23162,14,Nacional privado,2260
23162,15,Nacional privado,2261
23162,16,Nacional público,2262
23162,17,Regional público,2263
23168,19,Nacional privado futuro,2264
23168,14,Nacional privado,2265
23168,15,Nacional privado,2266
23168,16,Nacional público,2267
23168,17,Regional público,2268
23182,19,Nacional privado futuro,2269
23182,14,Nacional privado,2270
23182,15,Nacional privado,2271
23182,16,Nacional público,2272
23182,17,Regional público,2273
23189,19,Nacional privado futuro,2274
23189,14,Nacional privado,2275
23189,15,Nacional privado,2276
23189,16,Nacional público,2277
23189,17,Regional público,2278
23300,16,Nacional público,2279
23300,17,Regional público,2280
23300,14,Nacional privado,2281
23300,15,Nacional privado,2282
23300,19,Nacional privado futuro,2283
23350,16,Nacional público,2284
23350,17,Regional público,2285
23350,43,Nacional privado,2286
23350,25,Nacional privado,2287
23350,27,Nacional privado futuro,2288
23417,19,Nacional privado futuro,2289
23417,14,Nacional privado,2290
23417,15,Nacional privado,2291
23417,16,Nacional público,2292
23417,17,Regional público,2293
23417,36,Local con ánimo de lucro,2294
23419,19,Nacional privado futuro,2295
23419,14,Nacional privado,2296
23419,15,Nacional privado,2297
23419,16,Nacional público,2298
23419,17,Regional público,2299
23464,19,Nacional privado futuro,2300
23464,14,Nacional privado,2301
23464,15,Nacional privado,2302
23464,16,Nacional público,2303
23464,17,Regional público,2304
23466,46,Nacional privado futuro,2305
23466,43,Nacional privado,2306
23466,44,Nacional privado,2307
23466,16,Nacional público,2308
23466,17,Regional público,2309
23500,19,Nacional privado futuro,2310
23500,14,Nacional privado,2311
23500,15,Nacional privado,2312
23500,16,Nacional público,2313
23500,17,Regional público,2314
23555,19,Nacional privado futuro,2315
23555,16,Nacional público,2316
23555,17,Regional público,2317
23555,14,Nacional privado,2318
23555,15,Nacional privado,2319
23570,19,Nacional privado futuro,2320
23570,16,Nacional público,2321
23570,17,Regional público,2322
23570,14,Nacional privado,2323
23570,15,Nacional privado,2324
23574,19,Nacional privado futuro,2325
23574,16,Nacional público,2326
23574,17,Regional público,2327
23574,14,Nacional privado,2328
23574,15,Nacional privado,2329
23580,27,Nacional privado futuro,2330
23580,21,Nacional privado,2331
23580,42,Nacional privado,2332
23580,34,Nacional público,2333
23580,29,Regional público,2334
23586,19,Nacional privado futuro,2335
23586,14,Nacional privado,2336
23586,15,Nacional privado,2337
23586,16,Nacional público,2338
23586,17,Regional público,2339
23660,19,Nacional privado futuro,2340
23660,14,Nacional privado,2341
23660,15,Nacional privado,2342
23660,16,Nacional público,2343
23660,17,Regional público,2344
23670,19,Nacional privado futuro,2345
23670,14,Nacional privado,2346
23670,15,Nacional privado,2347
23670,16,Nacional público,2348
23670,17,Regional público,2349
23672,16,Nacional público,2350
23672,17,Regional público,2351
23672,14,Nacional privado,2352
23672,15,Nacional privado,2353
23672,19,Nacional privado futuro,2354
23675,19,Nacional privado futuro,2355
23675,14,Nacional privado,2356
23675,15,Nacional privado,2357
23675,16,Nacional público,2358
23675,17,Regional público,2359
23678,19,Nacional privado futuro,2360
23678,14,Nacional privado,2361
23678,15,Nacional privado,2362
23678,16,Nacional público,2363
