id,operation,channels_id,geolocation_id
4479,Nacional público,16,68167
4480,Regional público,17,68167
4481,Nacional privado,26,68167
4482,Nacional privado,28,68167
4483,Nacional privado futuro,19,68169
4484,Nacional público,16,68169
4485,Regional público,17,68169
4486,Nacional privado,14,68169
4487,Nacional privado,15,68169
4488,Nacional privado,41,68176
4489,Nacional privado,45,68176
4490,Nacional público,16,68176
4491,Regional público,18,68176
4492,Nacional privado futuro,27,68176
4493,Nacional privado,21,68179
4494,Nacional privado,42,68179
4495,Nacional público,35,68179
4496,Regional público,44,68179
4497,Nacional privado futuro,43,68179
4498,Nacional privado futuro,50,68190
4499,Nacional privado,49,68190
4500,Nacional privado,45,68190
4501,Nacional público,27,68190
4502,Regional público,41,68190
4503,Nacional público,16,68207
4504,Regional público,17,68207
4505,Nacional privado,14,68207
4506,Nacional privado,15,68207
4507,Nacional privado futuro,19,68207
4508,Nacional privado,21,68209
4509,Nacional privado,42,68209
4510,Nacional público,16,68209
4511,Nacional privado futuro,43,68209
4512,Regional público,44,68209
4513,Nacional privado futuro,27,68211
4514,Nacional público,16,68211
4515,Regional público,17,68211
4516,Nacional privado,43,68211
4517,Nacional privado,25,68211
4518,Nacional privado futuro,27,68217
4519,Nacional público,16,68217
4520,Regional público,17,68217
4521,Nacional privado,21,68217
4522,Nacional privado,42,68217
4523,Nacional privado futuro,27,68229
4524,Nacional público,16,68229
4525,Regional público,18,68229
4526,Nacional privado,41,68229
4527,Nacional privado,45,68229
4528,Nacional privado,26,68235
4529,Nacional privado,28,68235
4530,Nacional público,16,68235
4531,Nacional privado futuro,27,68235
4532,Regional público,17,68235
4533,Nacional privado futuro,27,68245
4534,Nacional público,16,68245
4535,Regional público,17,68245
4536,Nacional privado,21,68245
4537,Nacional privado,42,68245
4538,Nacional privado,49,68250
4539,Nacional privado,45,68250
4540,Nacional público,35,68250
4541,Nacional privado futuro,43,68250
4542,Regional público,44,68250
4543,Nacional público,27,68255
4544,Regional público,41,68255
4545,Nacional privado,26,68255
4546,Nacional privado,28,68255
4547,Nacional privado futuro,50,68255
4548,Nacional privado,26,68264
4549,Nacional privado,28,68264
4550,Nacional público,16,68264
4551,Nacional privado futuro,27,68264
4552,Regional público,17,68264
4553,Nacional privado futuro,19,68266
4554,Nacional privado,14,68266
4555,Nacional privado,15,68266
4556,Nacional público,16,68266
4557,Regional público,17,68266
4558,Nacional privado futuro,47,68271
4559,Nacional privado,21,68271
4560,Nacional privado,42,68271
4561,Nacional público,35,68271
4562,Regional público,44,68271
4563,Local sin ánimo de lucro,31,68276
4564,Nacional privado futuro,19,68276
4565,Nacional privado,14,68276
4566,Nacional privado,15,68276
4567,Nacional público,16,68276
4568,Regional público,17,68276
4569,Local con ánimo de lucro,25,68276
4570,Nacional privado,41,68296
4571,Nacional privado,45,68296
4572,Nacional privado futuro,27,68296
4573,Nacional público,16,68296
4574,Regional público,18,68296
4575,Nacional público,16,68298
4576,Regional público,17,68298
4577,Nacional privado,43,68298
4578,Nacional privado,46,68298
4579,Nacional privado futuro,43,68298
4580,Local sin ánimo de lucro,31,68307
4581,Nacional privado futuro,19,68307
4582,Nacional privado,14,68307
4583,Nacional privado,15,68307
4584,Nacional público,16,68307
4585,Regional público,17,68307
4586,Local con ánimo de lucro,25,68307
4587,Nacional privado,21,68318
4588,Nacional privado,42,68318
4589,Nacional público,16,68318
4590,Nacional privado futuro,27,68318
4591,Regional público,17,68318
4592,Nacional privado futuro,27,68320
4593,Nacional público,16,68320
4594,Regional público,18,68320
4595,Nacional privado,21,68320
4596,Nacional privado,42,68320
4597,Nacional privado,21,68322
4598,Nacional privado,42,68322
4599,Nacional público,35,68322
4600,Regional público,44,68322
4601,Nacional privado futuro,43,68322
4602,Nacional privado,21,68324
4603,Nacional privado,42,68324
4604,Nacional público,35,68324
4605,Regional público,44,68324
4606,Nacional privado futuro,43,68324
4607,Nacional privado futuro,47,68327
4608,Nacional privado,21,68327
4609,Nacional privado,42,68327
4610,Nacional público,35,68327
4611,Regional público,44,68327
4612,Nacional privado,41,68344
4613,Nacional privado,45,68344
4614,Nacional privado futuro,27,68344
4615,Nacional público,16,68344
4616,Regional público,18,68344
4617,Nacional privado futuro,47,68368
4618,Nacional privado,21,68368
4619,Nacional privado,42,68368
4620,Nacional público,35,68368
4621,Regional público,44,68368
4622,Nacional privado,14,68370
4623,Nacional privado,15,68370
4624,Nacional público,16,68370
4625,Nacional privado futuro,19,68370
4626,Regional público,17,68370
4627,Nacional privado futuro,47,68377
4628,Nacional privado,21,68377
4629,Nacional privado,42,68377
4630,Nacional público,35,68377
4631,Regional público,44,68377
4632,Nacional privado,26,68385
4633,Nacional privado,28,68385
4634,Nacional público,35,68385
4635,Nacional privado futuro,27,68385
4636,Regional público,44,68385
4637,Nacional privado,21,68397
4638,Nacional privado,42,68397
4639,Nacional público,35,68397
4640,Regional público,44,68397
4641,Nacional privado futuro,43,68397
4642,Nacional privado futuro,50,68406
4643,Nacional privado,49,68406
4644,Nacional privado,45,68406
4645,Nacional público,16,68406
4646,Regional público,17,68406
4647,Nacional privado futuro,19,68418
4648,Nacional público,16,68418
4649,Regional público,17,68418
4650,Nacional privado,14,68418
4651,Nacional privado,15,68418
4652,Nacional privado futuro,19,68425
4653,Nacional público,16,68425
4654,Nacional privado,14,68425
4655,Nacional privado,15,68425
4656,Regional público,17,68425
4657,Nacional privado futuro,19,68432
4658,Nacional privado,14,68432
4659,Nacional privado,15,68432
4660,Nacional público,16,68432
4661,Regional público,17,68432
4662,Nacional privado futuro,50,68444
4663,Nacional privado,49,68444
4664,Nacional privado,45,68444
4665,Nacional público,27,68444
4666,Regional público,41,68444
4667,Nacional privado,14,68464
4668,Nacional privado,15,68464
4669,Nacional público,16,68464
4670,Nacional privado futuro,19,68464
4671,Regional público,18,68464
4672,Nacional público,16,68468
4673,Regional público,17,68468
4674,Nacional privado,14,68468
4675,Nacional privado,15,68468
4676,Nacional privado futuro,19,68468
4677,Nacional privado,21,68498
4678,Nacional privado,42,68498
4679,Nacional público,16,68498
4680,Nacional privado futuro,43,68498
4681,Regional público,17,68498
4682,Nacional privado futuro,29,68500
4683,Nacional público,16,68500
4684,Regional público,17,68500
4685,Nacional privado,26,68500
4686,Nacional privado,28,68500
4687,Nacional privado,14,68502
4688,Nacional privado,15,68502
4689,Nacional público,16,68502
4690,Nacional privado futuro,19,68502
4691,Regional público,17,68502
4692,Nacional privado,41,68522
4693,Nacional privado,45,68522
4694,Nacional privado futuro,27,68522
4695,Nacional público,16,68522
4696,Regional público,18,68522
4697,Nacional público,35,68524
4698,Regional público,44,68524
4699,Nacional privado,21,68524
4700,Nacional privado,42,68524
4701,Nacional privado futuro,27,68524
4702,Nacional público,16,68533
4703,Regional público,18,68533
4704,Nacional privado,14,68533
4705,Nacional privado,15,68533
4706,Nacional privado futuro,19,68533
4707,Local sin ánimo de lucro,31,68547
4708,Nacional privado futuro,19,68547
4709,Nacional privado,21,68547
4710,Nacional privado,22,68547
4711,Nacional público,16,68547
4712,Regional público,17,68547
4713,Local con ánimo de lucro,25,68547
4714,Nacional privado,41,68549
4715,Nacional privado,45,68549
4716,Nacional público,16,68549
4717,Regional público,18,68549
4718,Nacional privado futuro,27,68549
4719,Nacional privado,21,68572
4720,Nacional privado,42,68572
4721,Nacional privado futuro,47,68572
4722,Nacional público,35,68572
4723,Regional público,44,68572
4724,Nacional privado futuro,50,68573
4725,Nacional privado,49,68573
4726,Nacional privado,45,68573
4727,Nacional público,27,68573
4728,Regional público,41,68573
4729,Nacional privado futuro,50,68575
4730,Nacional privado,49,68575
4731,Nacional privado,45,68575
4732,Nacional público,27,68575
4733,Regional público,41,68575
4734,Nacional privado futuro,50,68615
4735,Nacional privado,49,68615
4736,Nacional privado,45,68615
4737,Nacional público,16,68615
4738,Regional público,17,68615
4739,Nacional privado futuro,50,68655
4740,Nacional privado,49,68655
4741,Nacional privado,45,68655
4742,Nacional público,27,68655
4743,Regional público,41,68655
4744,Nacional privado futuro,27,68669
4745,Nacional público,16,68669
4746,Regional público,17,68669
4747,Nacional privado,21,68669
4748,Nacional privado,42,68669
4749,Nacional privado,21,68673
4750,Nacional privado,42,68673
4751,Nacional público,35,68673
4752,Regional público,44,68673
4753,Nacional privado futuro,43,68673
4754,Nacional privado,41,68679
4755,Nacional privado,45,68679
4756,Nacional privado futuro,27,68679
4757,Nacional público,16,68679
4758,Regional público,18,68679
4759,Nacional privado,14,68682
4760,Nacional privado,15,68682
4761,Nacional público,16,68682
4762,Nacional privado futuro,19,68682
4763,Regional público,17,68682
4764,Nacional privado futuro,19,68684
4765,Nacional privado,14,68684
4766,Nacional privado,15,68684
4767,Nacional público,16,68684
4768,Regional público,17,68684
4769,Nacional privado futuro,19,68686
4770,Nacional privado,14,68686
4771,Nacional privado,15,68686
4772,Nacional público,16,68686
4773,Regional público,17,68686
4774,Nacional privado futuro,19,68689
4775,Nacional privado,14,68689
4776,Nacional privado,15,68689
4777,Nacional público,16,68689
4778,Regional público,17,68689
4779,Nacional privado,14,68705
4780,Nacional privado,15,68705
4781,Nacional público,16,68705
4782,Nacional privado futuro,19,68705
4783,Regional público,17,68705
4784,Nacional privado,21,68720
4785,Nacional privado,42,68720
4786,Nacional público,16,68720
4787,Nacional privado futuro,43,68720
4788,Regional público,17,68720
4789,Nacional privado,41,68745
4790,Nacional privado,45,68745
4791,Nacional público,16,68745
4792,Nacional privado futuro,27,68745
4793,Regional público,17,68745
4794,Nacional privado,41,68755
4795,Nacional privado,45,68755
4796,Nacional privado futuro,27,68755
4797,Nacional público,35,68755
4798,Regional público,44,68755
4799,Nacional privado,21,68770
4800,Nacional privado,42,68770
4801,Nacional público,35,68770
4802,Regional público,44,68770
4803,Nacional privado futuro,43,68770
4804,Nacional privado futuro,47,68773
4805,Nacional privado,21,68773
4806,Nacional privado,42,68773
4807,Nacional público,35,68773
4808,Regional público,44,68773
4809,Nacional privado futuro,19,68780
4810,Nacional público,16,68780
4811,Regional público,17,68780
4812,Nacional privado,14,68780
4813,Nacional privado,15,68780
4814,Nacional privado futuro,19,68820
4815,Nacional público,16,68820
4816,Regional público,17,68820
4817,Nacional privado,14,68820
4818,Nacional privado,15,68820
4819,Nacional privado,26,68855
4820,Nacional privado,28,68855
4821,Nacional público,16,68855
4822,Nacional privado futuro,27,68855
4823,Regional público,17,68855
4824,Nacional privado futuro,47,68861
4825,Nacional privado,21,68861
4826,Nacional privado,42,68861
4827,Nacional público,35,68861
4828,Regional público,44,68861
4829,Nacional privado,43,68867
4830,Nacional privado,25,68867
4831,Nacional público,16,68867
4832,Nacional privado futuro,19,68867
4833,Regional público,17,68867
4834,Nacional público,16,68872
4835,Regional público,18,68872
4836,Nacional privado,49,68872
4837,Nacional privado,45,68872
4838,Nacional privado futuro,19,68872
4839,Nacional privado futuro,50,68895
4840,Nacional privado,49,68895
4841,Nacional privado,45,68895
4842,Nacional público,16,68895
4843,Regional público,17,68895
4844,Nacional privado futuro,19,70001
4845,Nacional privado,14,70001
4846,Nacional privado,15,70001
4847,Nacional público,16,70001
4848,Regional público,17,70001
4849,Local con ánimo de lucro,30,70001
4850,Local sin ánimo de lucro,22,70001
4851,Nacional privado futuro,19,70110
4852,Nacional privado,49,70110
4853,Nacional privado,45,70110
4854,Nacional público,16,70110
4855,Regional público,17,70110
4856,Nacional privado futuro,50,70124
4857,Nacional privado,49,70124
4858,Nacional privado,45,70124
4859,Nacional público,16,70124
4860,Regional público,29,70124
4861,Nacional privado futuro,19,70204
4862,Nacional privado,14,70204
4863,Nacional privado,15,70204
4864,Nacional público,16,70204
4865,Regional público,17,70204
4866,Nacional privado futuro,19,70215
4867,Nacional privado,14,70215
4868,Nacional privado,15,70215
4869,Nacional público,16,70215
4870,Regional público,17,70215
4871,Nacional privado,14,70221
4872,Nacional privado,15,70221
4873,Nacional público,16,70221
4874,Regional público,17,70221
4875,Nacional privado futuro,19,70221
4876,Nacional privado futuro,19,70230
4877,Nacional privado,14,70230
4878,Nacional privado,15,70230
4879,Nacional público,16,70230
4880,Regional público,17,70230
4881,Nacional público,16,70233
4882,Regional público,17,70233
4883,Nacional privado,14,70233
4884,Nacional privado,15,70233
4885,Nacional privado futuro,19,70233
4886,Nacional privado,49,70235
4887,Nacional privado,45,70235
4888,Nacional público,27,70235
4889,Regional público,17,70235
4890,Nacional privado futuro,19,70235
4891,Nacional privado futuro,50,70265
4892,Nacional privado,49,70265
4893,Nacional privado,45,70265
4894,Nacional público,16,70265
4895,Regional público,17,70265
4896,Nacional privado futuro,50,70400
4897,Nacional privado,49,70400
4898,Nacional privado,45,70400
4899,Nacional público,16,70400
4900,Regional público,17,70400
4901,Nacional privado futuro,19,70418
4902,Nacional privado,14,70418
4903,Nacional privado,15,70418
4904,Nacional público,16,70418
4905,Regional público,17,70418
4906,Nacional privado futuro,46,70429
4907,Nacional privado,49,70429
4908,Nacional privado,45,70429
4909,Nacional público,16,70429
4910,Regional público,17,70429
4911,Nacional privado futuro,19,70473
4912,Nacional privado,14,70473
4913,Nacional privado,15,70473
4914,Nacional público,16,70473
4915,Regional público,17,70473
4916,Nacional privado futuro,19,70508
4917,Nacional privado,14,70508
4918,Nacional privado,15,70508
4919,Nacional público,16,70508
4920,Regional público,17,70508
4921,Nacional privado,14,70523
4922,Nacional privado,15,70523
4923,Nacional público,16,70523
4924,Regional público,17,70523
4925,Nacional privado futuro,19,70523
4926,Nacional público,16,70670
4927,Regional público,17,70670
4928,Nacional privado,14,70670
4929,Nacional privado,15,70670
4930,Nacional privado futuro,19,70670
4931,Nacional privado futuro,50,70678
4932,Nacional privado,49,70678
4933,Nacional privado,45,70678
4934,Nacional público,27,70678
4935,Regional público,29,70678
4936,Nacional privado futuro,19,70702
4937,Nacional privado,49,70702
4938,Nacional privado,45,70702
4939,Nacional público,16,70702
4940,Regional público,17,70702
4941,Nacional privado futuro,50,70708
4942,Nacional privado,43,70708
4943,Nacional privado,44,70708
4944,Nacional público,16,70708
4945,Regional público,17,70708
4946,Nacional privado futuro,19,70713
4947,Nacional privado,14,70713
4948,Nacional privado,15,70713
4949,Nacional público,16,70713
4950,Regional público,17,70713
4951,Nacional privado futuro,19,70717
4952,Nacional privado,49,70717
4953,Nacional privado,45,70717
4954,Nacional público,16,70717
4955,Regional público,17,70717
4956,Nacional privado futuro,19,70742
4957,Nacional privado,14,70742
4958,Nacional privado,15,70742
4959,Nacional público,16,70742
4960,Regional público,17,70742
4961,Nacional privado futuro,50,70771
4962,Nacional privado,49,70771
4963,Nacional privado,45,70771
4964,Nacional público,27,70771
4965,Regional público,29,70771
4966,Nacional privado futuro,19,70820
4967,Nacional privado,14,70820
4968,Nacional privado,15,70820
4969,Nacional público,16,70820
4970,Regional público,17,70820
4971,Nacional privado futuro,19,70823
4972,Nacional privado,14,70823
4973,Nacional privado,15,70823
4974,Nacional público,16,70823
4975,Regional público,17,70823
4976,Nacional privado futuro,27,73001
4977,Nacional privado futuro,19,73001
4978,Nacional privado,21,73001
4979,Nacional privado,22,73001
4980,Nacional público,23,73001
4981,Regional público,24,73001
4982,Nacional privado,46,73001
4983,Nacional privado,49,73001
4984,Nacional público,16,73001
4985,Regional público,17,73001
4986,Local con ánimo de lucro,28,73001
4987,Local sin ánimo de lucro,33,73001
4988,Nacional privado futuro,19,73024
4989,Nacional privado,14,73024
4990,Nacional privado,15,73024
4991,Nacional público,16,73024
4992,Regional público,17,73024
4993,Nacional privado futuro,19,73026
4994,Nacional privado,46,73026
4995,Nacional privado,49,73026
4996,Nacional público,16,73026
4997,Regional público,17,73026
4998,Nacional público,16,73030
4999,Regional público,17,73030
5000,Nacional privado,14,73030
5001,Nacional privado,15,73030
5002,Nacional privado futuro,19,73030
5003,Nacional privado futuro,19,73043
5004,Nacional privado,46,73043
5005,Nacional privado,49,73043
5006,Nacional público,16,73043
5007,Regional público,17,73043
5008,Nacional privado futuro,19,73055
5009,Nacional privado,14,73055
5010,Nacional privado,15,73055
5011,Nacional público,16,73055
5012,Regional público,17,73055
5013,Nacional privado futuro,19,73067
5014,Nacional público,16,73067
5015,Regional público,18,73067
5016,Nacional privado,14,73067
5017,Nacional privado,15,73067
5018,Nacional privado futuro,19,73124
5019,Nacional privado,14,73124
5020,Nacional privado,15,73124
5021,Nacional público,38,73124
5022,Regional público,28,73124
5023,Nacional privado futuro,19,73148
5024,Nacional privado,14,73148
5025,Nacional privado,15,73148
5026,Nacional público,16,73148
5027,Regional público,17,73148
5028,Nacional privado futuro,19,73152
5029,Nacional privado,46,73152
5030,Nacional privado,49,73152
5031,Nacional público,16,73152
5032,Regional público,17,73152
5033,Nacional privado futuro,19,73168
5034,Nacional privado,46,73168
5035,Nacional privado,49,73168
5036,Nacional público,16,73168
5037,Regional público,17,73168
5038,Nacional privado futuro,19,73200
5039,Nacional privado,46,73200
5040,Nacional privado,49,73200
5041,Nacional público,16,73200
5042,Regional público,17,73200
5043,Nacional privado futuro,19,73217
5044,Nacional privado,14,73217
5045,Nacional privado,15,73217
5046,Nacional público,16,73217
5047,Regional público,17,73217
5048,Nacional privado futuro,19,73226
5049,Nacional privado,14,73226
5050,Nacional privado,15,73226
5051,Nacional público,16,73226
5052,Regional público,17,73226
5053,Nacional privado futuro,19,73236
5054,Nacional privado,14,73236
5055,Nacional privado,15,73236
5056,Nacional público,16,73236
5057,Regional público,17,73236
5058,Nacional privado futuro,19,73268
5059,Nacional privado,14,73268
5060,Nacional privado,15,73268
5061,Nacional público,16,73268
5062,Regional público,17,73268
5063,Nacional privado futuro,19,73270
5064,Nacional privado,14,73270
5065,Nacional privado,15,73270
5066,Nacional público,35,73270
5067,Regional público,17,73270
5068,Nacional privado futuro,19,73275
5069,Nacional privado,14,73275
5070,Nacional privado,15,73275
5071,Nacional público,16,73275
5072,Regional público,17,73275
5073,Nacional privado futuro,19,73283
5074,Nacional privado,14,73283
5075,Nacional privado,15,73283
5076,Nacional público,16,73283
5077,Regional público,17,73283
5078,Nacional privado futuro,19,73319
5079,Nacional privado,14,73319
5080,Nacional privado,15,73319
5081,Nacional público,16,73319
5082,Regional público,17,73319
5083,Nacional privado futuro,19,73347
5084,Nacional privado,14,73347
5085,Nacional privado,15,73347
5086,Nacional público,16,73347
5087,Regional público,17,73347
5088,Nacional privado futuro,50,73349
5089,Nacional público,38,73349
5090,Nacional privado,14,73349
5091,Nacional privado,15,73349
5092,Regional público,18,73349
5093,Nacional privado futuro,19,73352
5094,Nacional privado,46,73352
5095,Nacional privado,49,73352
5096,Nacional público,16,73352
5097,Regional público,17,73352
5098,Nacional privado futuro,19,73408
5099,Nacional privado,14,73408
5100,Nacional privado,15,73408
5101,Nacional público,16,73408
5102,Regional público,17,73408
5103,Nacional privado futuro,19,73411
5104,Nacional privado,14,73411
5105,Nacional privado,15,73411
5106,Nacional público,16,73411
5107,Regional público,17,73411
5108,Nacional privado futuro,19,73443
5109,Nacional privado,14,73443
5110,Nacional privado,15,73443
5111,Nacional público,16,73443
5112,Regional público,17,73443
5113,Nacional privado futuro,19,73449
5114,Nacional privado,14,73449
5115,Nacional privado,15,73449
5116,Nacional público,16,73449
5117,Regional público,17,73449
5118,Nacional privado futuro,19,73461
5119,Nacional privado,46,73461
5120,Nacional privado,42,73461
5121,Nacional público,16,73461
5122,Regional público,17,73461
5123,Nacional privado futuro,19,73483
5124,Nacional privado,14,73483
5125,Nacional privado,15,73483
5126,Nacional público,16,73483
5127,Regional público,17,73483
5128,Nacional privado futuro,19,73504
5129,Nacional privado,14,73504
5130,Nacional privado,15,73504
5131,Nacional público,16,73504
5132,Regional público,17,73504
5133,Nacional público,16,73520
5134,Regional público,17,73520
5135,Nacional privado,46,73520
5136,Nacional privado,42,73520
5137,Nacional privado futuro,19,73520
5138,Nacional privado futuro,19,73547
5139,Nacional privado,14,73547
5140,Nacional privado,15,73547
5141,Nacional público,16,73547
5142,Regional público,17,73547
5143,Nacional privado futuro,19,73555
5144,Nacional público,16,73555
5145,Regional público,18,73555
5146,Nacional privado,14,73555
5147,Nacional privado,15,73555
5148,Nacional privado futuro,19,73563
5149,Nacional público,16,73563
5150,Regional público,17,73563
5151,Nacional privado,14,73563
5152,Nacional privado,15,73563
5153,Nacional privado futuro,19,73585
5154,Nacional privado,14,73585
5155,Nacional privado,15,73585
5156,Nacional público,16,73585
5157,Regional público,17,73585
5158,Nacional privado futuro,19,73616
5159,Nacional público,16,73616
5160,Regional público,18,73616
5161,Nacional privado,14,73616
5162,Nacional privado,15,73616
5163,Nacional público,16,73616
5164,Regional público,18,73616
5165,Nacional privado futuro,19,73622
5166,Nacional privado,46,73622
5167,Nacional privado,49,73622
5168,Nacional público,16,73622
5169,Regional público,18,73622
5170,Nacional privado futuro,19,73624
5171,Nacional privado,14,73624
5172,Nacional privado,15,73624
5173,Nacional público,16,73624
5174,Regional público,17,73624
5175,Nacional privado futuro,19,73671
5176,Nacional privado,46,73671
5177,Nacional privado,49,73671
5178,Nacional público,16,73671
5179,Regional público,17,73671
5180,Nacional privado futuro,19,73675
5181,Nacional público,16,73675
5182,Regional público,17,73675
5183,Nacional privado,14,73675
5184,Nacional privado,15,73675
5185,Nacional privado futuro,19,73678
5186,Nacional privado,46,73678
5187,Nacional privado,49,73678
5188,Nacional público,16,73678
5189,Regional público,17,73678
5190,Nacional privado futuro,19,73686
5191,Nacional privado,46,73686
5192,Nacional privado,42,73686
5193,Nacional público,16,73686
5194,Regional público,17,73686
5195,Nacional privado futuro,19,73770
5196,Nacional privado,14,73770
5197,Nacional privado,15,73770
5198,Nacional público,23,73770
5199,Regional público,24,73770
5200,Nacional privado futuro,19,73854
5201,Nacional privado,14,73854
5202,Nacional privado,15,73854
5203,Nacional público,16,73854
5204,Regional público,17,73854
5205,Nacional privado futuro,19,73861
5206,Nacional privado,46,73861
5207,Nacional privado,49,73861
5208,Nacional público,16,73861
5209,Regional público,17,73861
5210,Nacional privado futuro,43,73870
5211,Nacional privado,46,73870
5212,Nacional privado,49,73870
5213,Nacional público,38,73870
5214,Regional público,18,73870
5215,Nacional privado futuro,19,73873
5216,Nacional público,16,73873
5217,Regional público,18,73873
5218,Nacional privado,14,73873
5219,Nacional privado,15,73873
5220,Nacional privado futuro,19,76001
5221,Nacional privado futuro,19,76001
5222,Nacional privado,14,76001
5223,Nacional privado,15,76001
5224,Nacional público,16,76001
5225,Regional público,17,76001
5226,Nacional privado,14,76001
5227,Nacional privado,15,76001
5228,Nacional público,16,76001
5229,Regional público,17,76001
5230,Nacional privado futuro,19,76001
5231,Nacional privado,14,76001
5232,Nacional privado,15,76001
5233,Nacional público,16,76001
5234,Regional público,17,76001
5235,Local sin ánimo de lucro,29,76001
5236,Nacional privado futuro,19,76020
5237,Nacional privado,14,76020
5238,Nacional privado,15,76020
5239,Nacional público,38,76020
5240,Regional público,17,76020
5241,Nacional privado futuro,19,76036
5242,Nacional privado,14,76036
5243,Nacional privado,15,76036
5244,Nacional público,16,76036
5245,Regional público,17,76036
5246,Local con ánimo de lucro,39,76036
5247,Local sin ánimo de lucro,21,76036
5248,Nacional privado futuro,19,76041
5249,Nacional privado,14,76041
5250,Nacional privado,15,76041
5251,Nacional público,38,76041
5252,Regional público,17,76041
5253,Nacional público,38,76054
5254,Regional público,17,76054
5255,Nacional privado,14,76054
5256,Nacional privado,15,76054
5257,Nacional privado futuro,19,76054
5258,Nacional privado futuro,19,76100
5259,Nacional público,16,76100
5260,Regional público,17,76100
5261,Nacional privado,14,76100
5262,Nacional privado,15,76100
5263,Local sin ánimo de lucro,22,76109
5264,Nacional privado futuro,19,76109
5265,Nacional público,16,76109
5266,Regional público,17,76109
5267,Nacional privado,14,76109
5268,Nacional privado,15,76109
5269,Local con ánimo de lucro,30,76109
5270,Nacional privado futuro,19,76111
5271,Nacional público,16,76111
5272,Regional público,17,76111
5273,Nacional privado,14,76111
5274,Nacional privado,15,76111
5275,Local con ánimo de lucro,36,76111
5276,Nacional privado futuro,19,76113
5277,Nacional privado,14,76113
5278,Nacional privado,15,76113
5279,Nacional público,16,76113
5280,Regional público,17,76113
5281,Local con ánimo de lucro,39,76113
5282,Local sin ánimo de lucro,21,76113
5283,Nacional privado futuro,19,76122
5284,Nacional privado,14,76122
5285,Nacional privado,15,76122
5286,Nacional público,38,76122
5287,Regional público,17,76122
5288,Nacional privado futuro,19,76126
5289,Nacional público,16,76126
5290,Regional público,17,76126
5291,Nacional privado,14,76126
5292,Nacional privado,15,76126
5293,Nacional privado futuro,19,76130
5294,Nacional privado,14,76130
5295,Nacional privado,15,76130
5296,Nacional público,16,76130
5297,Regional público,17,76130
5298,Nacional privado futuro,19,76147
5299,Nacional privado,14,76147
5300,Nacional privado,15,76147
5301,Nacional público,38,76147
5302,Local con ánimo de lucro,29,76147
5303,Regional público,17,76147
5304,Nacional privado futuro,19,76233
5305,Nacional privado,14,76233
5306,Nacional privado,15,76233
5307,Nacional público,16,76233
5308,Regional público,17,76233
5309,Nacional privado futuro,19,76243
5310,Nacional privado,14,76243
5311,Nacional privado,15,76243
5312,Nacional público,38,76243
5313,Regional público,17,76243
5314,Nacional público,38,76246
5315,Nacional privado,14,76246
5316,Nacional privado,15,76246
5317,Regional público,17,76246
5318,Nacional privado futuro,19,76246
5319,Nacional privado futuro,19,76248
5320,Nacional público,16,76248
5321,Regional público,17,76248
5322,Nacional privado,14,76248
5323,Nacional privado,15,76248
5324,Nacional público,38,76250
5325,Regional público,17,76250
5326,Nacional privado,14,76250
5327,Nacional privado,15,76250
5328,Nacional privado futuro,19,76250
5329,Nacional privado futuro,19,76275
5330,Nacional privado,14,76275
5331,Nacional privado,15,76275
5332,Nacional público,16,76275
5333,Regional público,17,76275
5334,Nacional privado futuro,19,76306
5335,Nacional público,16,76306
5336,Regional público,17,76306
5337,Nacional privado,14,76306
5338,Nacional privado,15,76306
5339,Nacional privado futuro,19,76318
5340,Nacional público,16,76318
5341,Regional público,17,76318
5342,Nacional privado,14,76318
5343,Nacional privado,15,76318
5344,Nacional privado futuro,19,76364
5345,Nacional privado,14,76364
5346,Nacional privado,15,76364
5347,Nacional público,16,76364
5348,Regional público,17,76364
5349,Local con ánimo de lucro,27,76364
5350,Nacional privado futuro,19,76377
5351,Nacional público,16,76377
5352,Regional público,17,76377
5353,Nacional privado,14,76377
5354,Nacional privado,15,76377
5355,Nacional privado futuro,19,76400
5356,Nacional privado,14,76400
5357,Nacional privado,15,76400
5358,Nacional público,38,76400
5359,Regional público,17,76400
5360,Nacional privado futuro,19,76403
5361,Nacional privado,14,76403
5362,Nacional privado,15,76403
5363,Nacional público,38,76403
5364,Regional público,17,76403
5365,Nacional privado futuro,19,76497
5366,Nacional privado,14,76497
5367,Nacional privado,15,76497
5368,Nacional público,38,76497
5369,Regional público,17,76497
5371,Nacional privado futuro,19,76520
5372,Nacional privado,14,76520
5373,Nacional privado,15,76520
5374,Nacional público,16,76520
5375,Regional público,17,76520
5377,Nacional privado futuro,19,76563
5378,Nacional privado,14,76563
5379,Nacional privado,15,76563
5380,Nacional público,16,76563
5381,Regional público,17,76563
5382,Nacional privado,14,76606
5383,Nacional privado,15,76606
5384,Nacional público,16,76606
5385,Regional público,17,76606
5386,Nacional privado futuro,19,76606
5387,Nacional privado futuro,19,76616
5388,Nacional público,16,76616
5389,Regional público,17,76616
5390,Nacional privado,14,76616
5391,Nacional privado,15,76616
5392,Local con ánimo de lucro,39,76616
5393,Local sin ánimo de lucro,21,76616
5394,Nacional privado futuro,19,76622
5395,Nacional privado,14,76622
5396,Nacional privado,15,76622
5397,Nacional público,16,76622
5398,Regional público,17,76622
5399,Nacional privado futuro,19,76670
5400,Nacional público,16,76670
5401,Regional público,17,76670
5402,Nacional privado,14,76670
5403,Nacional privado,15,76670
5404,Nacional privado futuro,19,76736
