id,operation,channels_id,geolocation_id
1483,Nacional privado futuro,19,15693
1484,Nacional privado,14,15693
1485,Nacional privado,15,15693
1486,Regional público,17,15693
1487,Nacional público,16,15693
1488,Nacional privado futuro,30,15696
1489,Nacional público,16,15696
1490,Regional público,17,15696
1491,Nacional privado,43,15696
1492,Nacional privado,46,15696
1493,Nacional privado futuro,19,15720
1494,Nacional público,16,15720
1495,Regional público,17,15720
1496,Nacional privado,14,15720
1497,Nacional privado,15,15720
1498,Nacional privado futuro,19,15723
1499,Nacional público,16,15723
1500,Regional público,17,15723
1501,Nacional privado,14,15723
1502,Nacional privado,15,15723
1503,Nacional privado futuro,19,15740
1504,Nacional privado,14,15740
1505,Nacional privado,15,15740
1506,Regional público,17,15740
1507,Nacional público,16,15740
1508,Nacional privado futuro,19,15753
1509,Nacional público,16,15753
1510,Regional público,17,15753
1511,Nacional privado,14,15753
1512,Nacional privado,15,15753
1513,Nacional privado futuro,19,15755
1514,Nacional público,16,15755
1515,Regional público,17,15755
1516,Nacional privado,14,15755
1517,Nacional privado,15,15755
1518,Nacional privado futuro,19,15757
1519,Nacional público,16,15757
1520,Regional público,17,15757
1521,Nacional privado,14,15757
1522,Nacional privado,15,15757
1523,Nacional privado futuro,19,15759
1524,Nacional privado,14,15759
1525,Nacional privado,15,15759
1526,Regional público,17,15759
1527,Nacional público,16,15759
1528,Local con ánimo de lucro,24,15759
1529,Nacional privado,14,15761
1530,Nacional privado,15,15761
1531,Nacional privado futuro,19,15761
1532,Nacional público,16,15761
1533,Regional público,17,15761
1534,Nacional privado futuro,29,15762
1535,Nacional público,40,15762
1536,Regional público,39,15762
1537,Nacional privado,43,15762
1538,Nacional privado,46,15762
1539,Nacional privado futuro,19,15763
1540,Nacional público,16,15763
1541,Regional público,17,15763
1542,Nacional privado,14,15763
1543,Nacional privado,15,15763
1544,Nacional privado futuro,19,15764
1545,Nacional privado,21,15764
1546,Nacional privado,42,15764
1547,Regional público,17,15764
1548,Nacional público,16,15764
1549,Nacional privado futuro,19,15774
1550,Nacional privado,14,15774
1551,Nacional privado,15,15774
1552,Nacional público,16,15774
1553,Regional público,17,15774
1554,Nacional privado,43,15776
1555,Nacional privado,46,15776
1556,Nacional privado futuro,30,15776
1557,Nacional público,40,15776
1558,Regional público,39,15776
1559,Nacional privado,14,15778
1560,Nacional privado,15,15778
1561,Nacional privado futuro,19,15778
1562,Nacional público,16,15778
1563,Regional público,17,15778
1564,Nacional privado futuro,19,15790
1565,Nacional público,16,15790
1566,Regional público,17,15790
1567,Nacional privado,14,15790
1568,Nacional privado,15,15790
1569,Nacional privado futuro,19,15798
1570,Nacional público,16,15798
1571,Regional público,17,15798
1572,Nacional privado,14,15798
1573,Nacional privado,15,15798
1574,Nacional público,16,15804
1575,Regional público,17,15804
1576,Nacional privado,14,15804
1577,Nacional privado,15,15804
1578,Nacional privado futuro,19,15804
1579,Nacional privado futuro,19,15806
1580,Nacional privado,14,15806
1581,Nacional privado,15,15806
1582,Regional público,17,15806
1583,Nacional público,16,15806
1584,Nacional privado,43,15808
1585,Nacional privado,46,15808
1586,Nacional privado futuro,30,15808
1587,Nacional público,40,15808
1588,Regional público,39,15808
1589,Nacional público,16,15810
1590,Regional público,17,15810
1591,Nacional privado,14,15810
1592,Nacional privado,15,15810
1593,Nacional privado futuro,19,15810
1594,Nacional privado futuro,19,15814
1595,Nacional privado,14,15814
1596,Nacional privado,15,15814
1597,Regional público,17,15814
1598,Nacional público,16,15814
1599,Nacional privado futuro,47,15816
1600,Nacional privado,21,15816
1601,Nacional privado,42,15816
1602,Nacional público,35,15816
1603,Regional público,39,15816
1604,Nacional privado futuro,19,15820
1605,Nacional privado,14,15820
1606,Nacional privado,15,15820
1607,Nacional público,16,15820
1608,Regional público,17,15820
1609,Nacional privado futuro,19,15822
1610,Nacional privado,14,15822
1611,Nacional privado,15,15822
1612,Regional público,17,15822
1613,Nacional público,16,15822
1614,Nacional privado futuro,47,15832
1615,Nacional privado,21,15832
1616,Nacional privado,42,15832
1617,Nacional público,35,15832
1618,Regional público,39,15832
1619,Nacional público,16,15835
1620,Regional público,17,15835
1621,Nacional privado,14,15835
1622,Nacional privado,15,15835
1623,Nacional privado futuro,19,15835
1624,Nacional privado futuro,19,15837
1625,Nacional privado,14,15837
1626,Nacional privado,15,15837
1627,Regional público,17,15837
1628,Nacional público,16,15837
1629,Nacional privado futuro,19,15839
1630,Nacional privado,14,15839
1631,Nacional privado,15,15839
1632,Nacional público,16,15839
1633,Regional público,18,15839
1634,Nacional privado futuro,19,15842
1635,Nacional público,16,15842
1636,Regional público,17,15842
1637,Nacional privado,14,15842
1638,Nacional privado,15,15842
1639,Nacional público,16,15861
1640,Nacional privado futuro,19,15861
1641,Regional público,17,15861
1642,Nacional privado,14,15861
1643,Nacional privado,15,15861
1644,Nacional privado futuro,27,15879
1645,Nacional público,16,15879
1646,Regional público,17,15879
1647,Nacional privado,43,15879
1648,Nacional privado,46,15879
1649,Nacional privado futuro,19,15897
1650,Nacional público,16,15897
1651,Regional público,17,15897
1652,Nacional privado,14,15897
1653,Nacional privado,15,15897
1654,Nacional privado futuro,43,17001
1655,Nacional privado futuro,43,17001
1656,Nacional privado futuro,43,17001
1657,Nacional privado,41,17001
1658,Nacional privado,42,17001
1659,Nacional privado,42,17001
1660,Nacional privado,41,17001
1661,Nacional privado,41,17001
1662,Nacional privado,42,17001
1663,Nacional público,38,17001
1664,Regional público,44,17001
1665,Local con ánimo de lucro,46,17001
1666,Local sin ánimo de lucro,25,17001
1667,Nacional privado futuro,19,17013
1668,Nacional privado,14,17013
1669,Nacional privado,15,17013
1670,Nacional público,16,17013
1671,Regional público,44,17013
1672,Nacional privado futuro,43,17042
1673,Nacional privado,41,17042
1674,Nacional privado,42,17042
1675,Nacional público,38,17042
1676,Regional público,44,17042
1677,Nacional privado futuro,43,17050
1678,Nacional privado,41,17050
1679,Nacional privado,42,17050
1680,Nacional público,38,17050
1681,Regional público,44,17050
1682,Nacional privado futuro,43,17088
1683,Nacional privado,41,17088
1684,Nacional privado,42,17088
1685,Nacional público,38,17088
1686,Regional público,44,17088
1687,Nacional privado futuro,43,17174
1688,Nacional privado,41,17174
1689,Nacional privado,42,17174
1690,Nacional público,38,17174
1691,Regional público,44,17174
1692,Nacional privado futuro,43,17272
1693,Nacional privado,41,17272
1694,Nacional privado,42,17272
1695,Nacional público,38,17272
1696,Regional público,44,17272
1697,Nacional privado futuro,43,17380
1698,Nacional privado,41,17380
1699,Nacional privado,42,17380
1700,Nacional público,38,17380
1701,Regional público,44,17380
1702,Nacional privado futuro,43,17388
1703,Nacional privado,14,17388
1704,Nacional privado,15,17388
1705,Nacional público,38,17388
1706,Regional público,44,17388
1707,Nacional privado futuro,50,17433
1708,Nacional privado,21,17433
1709,Nacional privado,27,17433
1710,Nacional público,16,17433
1711,Regional público,44,17433
1712,Nacional privado futuro,43,17442
1713,Nacional privado,41,17442
1714,Nacional privado,42,17442
1715,Nacional público,38,17442
1716,Regional público,44,17442
1717,Nacional público,16,17444
1718,Nacional privado,14,17444
1719,Nacional privado,15,17444
1720,Regional público,44,17444
1721,Nacional privado futuro,19,17444
1722,Nacional privado futuro,43,17446
1723,Nacional privado,41,17446
1724,Nacional privado,42,17446
1725,Nacional público,38,17446
1726,Regional público,44,17446
1727,Nacional privado futuro,43,17486
1728,Nacional privado,41,17486
1729,Nacional privado,42,17486
1730,Nacional público,38,17486
1731,Regional público,44,17486
1732,Nacional público,16,17495
1733,Nacional privado,21,17495
1734,Nacional privado,42,17495
1735,Regional público,44,17495
1736,Nacional privado futuro,19,17495
1737,Nacional privado futuro,19,17513
1738,Nacional privado,14,17513
1739,Nacional privado,15,17513
1740,Nacional público,27,17513
1741,Regional público,44,17513
1742,Nacional público,38,17524
1743,Regional público,44,17524
1744,Nacional privado futuro,43,17524
1745,Nacional privado,41,17524
1746,Nacional privado,42,17524
1747,Nacional privado futuro,19,17541
1748,Nacional privado,14,17541
1749,Nacional privado,15,17541
1750,Nacional público,16,17541
1751,Regional público,44,17541
1752,Nacional privado futuro,43,17614
1753,Nacional privado,41,17614
1754,Nacional privado,42,17614
1755,Nacional público,38,17614
1756,Regional público,44,17614
1757,Nacional privado futuro,43,17616
1758,Nacional privado,41,17616
1759,Nacional privado,42,17616
1760,Nacional público,38,17616
1761,Regional público,44,17616
1762,Nacional privado futuro,27,17653
1763,Nacional privado,14,17653
1764,Nacional privado,15,17653
1765,Nacional público,38,17653
1766,Regional público,44,17653
1767,Local con ánimo de lucro,36,17653
1768,Local sin ánimo de lucro,26,17653
1769,Nacional privado futuro,19,17662
1770,Nacional privado,14,17662
1771,Nacional privado,15,17662
1772,Nacional público,35,17662
1773,Regional público,44,17662
1774,Nacional público,38,17665
1775,Regional público,44,17665
1776,Nacional privado,41,17665
1777,Nacional privado,42,17665
1778,Nacional privado futuro,27,17665
1779,Nacional privado futuro,43,17777
1780,Nacional privado,41,17777
1781,Nacional privado,42,17777
1782,Nacional público,38,17777
1783,Regional público,44,17777
1784,Nacional privado futuro,43,17867
1785,Nacional privado,21,17867
1786,Nacional privado,42,17867
1787,Nacional público,16,17867
1788,Regional público,44,17867
1789,Nacional privado futuro,43,17873
1790,Nacional privado,41,17873
1791,Nacional privado,42,17873
1792,Nacional público,38,17873
1793,Regional público,44,17873
1794,Nacional privado futuro,48,17877
1795,Nacional privado,14,17877
1796,Nacional privado,15,17877
1797,Nacional público,38,17877
1798,Regional público,44,17877
1799,Nacional privado futuro,19,18001
1800,Nacional privado,14,18001
1801,Nacional privado,15,18001
1802,Nacional público,18,18001
1803,Regional público,17,18001
1806,Nacional privado futuro,19,18029
1807,Nacional privado,14,18029
1808,Nacional privado,15,18029
1809,Nacional público,18,18029
1810,Regional público,17,18029
1811,Nacional público,18,18094
1812,Regional público,17,18094
1813,Nacional privado,14,18094
1814,Nacional privado,15,18094
1815,Nacional privado futuro,19,18094
1816,Nacional privado futuro,19,18150
1817,Nacional privado,14,18150
1818,Nacional privado,15,18150
1819,Nacional público,18,18150
1820,Regional público,17,18150
1821,Nacional privado futuro,28,18205
1822,Nacional privado,14,18205
1823,Nacional privado,16,18205
1824,Nacional público,18,18205
1825,Regional público,20,18205
1826,Nacional privado futuro,19,18247
1827,Nacional privado,14,18247
1828,Nacional privado,15,18247
1829,Nacional público,18,18247
1830,Regional público,17,18247
1831,Nacional privado futuro,19,18256
1832,Nacional privado,14,18256
1833,Nacional privado,15,18256
1834,Nacional público,18,18256
1835,Regional público,17,18256
1836,Nacional privado futuro,19,18410
1837,Nacional privado,14,18410
1838,Nacional privado,15,18410
1839,Nacional público,18,18410
1840,Regional público,17,18410
1841,Nacional privado futuro,19,18460
1842,Nacional privado,14,18460
1843,Nacional privado,15,18460
1844,Nacional público,18,18460
1845,Regional público,17,18460
1846,Nacional privado futuro,19,18479
1847,Nacional privado,14,18479
1848,Nacional privado,15,18479
1849,Nacional público,18,18479
1850,Regional público,17,18479
1851,Nacional privado futuro,19,18592
1852,Nacional privado,14,18592
1853,Nacional privado,15,18592
1854,Nacional público,18,18592
1855,Regional público,17,18592
1856,Nacional público,18,18610
1857,Regional público,17,18610
1858,Nacional privado,14,18610
1859,Nacional privado,15,18610
1860,Nacional privado futuro,19,18610
1861,Nacional privado futuro,19,18753
1862,Nacional privado,14,18753
1863,Nacional privado,15,18753
1864,Nacional público,18,18753
1865,Regional público,17,18753
1866,Nacional público,18,18756
1867,Regional público,17,18756
1868,Nacional privado,14,18756
1869,Nacional privado,15,18756
1870,Nacional privado futuro,19,18756
1871,Nacional público,18,18785
1872,Regional público,17,18785
1873,Nacional privado,14,18785
1874,Nacional privado,16,18785
1875,Nacional privado futuro,19,18785
1876,Nacional privado futuro,19,18860
1877,Nacional privado,14,18860
1878,Nacional privado,15,18860
1879,Nacional público,18,18860
1880,Regional público,17,18860
1881,Local sin ánimo de lucro,25,19001
1882,Nacional privado futuro,27,19001
1883,Nacional privado,21,19001
1884,Nacional privado,22,19001
1885,Nacional público,33,19001
1886,Regional público,35,19001
1887,Local con ánimo de lucro,23,19001
1888,Nacional privado futuro,27,19022
1889,Nacional privado,21,19022
1890,Nacional privado,22,19022
1891,Nacional público,33,19022
1892,Regional público,17,19022
1893,Nacional privado,21,19050
1894,Nacional privado,22,19050
1895,Nacional público,33,19050
1896,Regional público,17,19050
1897,Nacional privado futuro,27,19050
1898,Nacional privado futuro,27,19075
1899,Nacional privado,21,19075
1900,Nacional privado,22,19075
1901,Nacional público,33,19075
1902,Regional público,35,19075
1903,Nacional privado futuro,29,19100
1904,Nacional público,18,19100
1905,Regional público,20,19100
1906,Nacional privado,21,19100
1907,Nacional privado,22,19100
1908,Nacional privado futuro,19,19110
1909,Nacional público,16,19110
1910,Regional público,17,19110
1911,Nacional privado,14,19110
1912,Nacional privado,15,19110
1913,Nacional privado futuro,27,19130
1914,Nacional privado,21,19130
1915,Nacional privado,22,19130
1916,Nacional público,33,19130
1917,Regional público,35,19130
1918,Nacional privado futuro,27,19137
1919,Nacional privado,21,19137
1920,Nacional privado,22,19137
1921,Nacional público,33,19137
1922,Regional público,35,19137
1923,Nacional privado futuro,19,19142
1924,Nacional privado,14,19142
1925,Nacional privado,15,19142
1926,Nacional público,16,19142
1927,Regional público,17,19142
1928,Nacional privado futuro,19,19212
1929,Nacional privado,14,19212
1930,Nacional privado,15,19212
1931,Nacional público,16,19212
1932,Regional público,17,19212
1933,Nacional privado futuro,27,19256
1934,Nacional privado,21,19256
1935,Nacional privado,22,19256
1936,Nacional público,33,19256
1937,Regional público,35,19256
1938,Nacional privado futuro,27,19290
1939,Nacional privado,21,19290
1940,Nacional privado,22,19290
1941,Nacional público,33,19290
1942,Regional público,35,19290
1943,Nacional privado,14,19300
1944,Nacional privado,15,19300
1945,Nacional público,16,19300
1946,Regional público,17,19300
1947,Nacional privado futuro,19,19300
1948,Nacional privado futuro,27,19318
1949,Nacional privado,21,19318
1950,Nacional privado,22,19318
1951,Nacional público,18,19318
1952,Regional público,20,19318
1953,Nacional privado futuro,19,19355
1954,Nacional privado,14,19355
1955,Nacional privado,15,19355
1956,Nacional público,34,19355
1957,Regional público,36,19355
1958,Nacional privado,14,19364
1959,Nacional privado,15,19364
1960,Nacional público,16,19364
1961,Regional público,35,19364
1962,Nacional privado futuro,19,19364
1963,Nacional privado futuro,27,19392
1964,Nacional privado,21,19392
1965,Nacional privado,22,19392
1966,Nacional público,33,19392
1967,Regional público,35,19392
1968,Nacional privado futuro,27,19397
1969,Nacional público,33,19397
1970,Regional público,17,19397
1971,Nacional privado,21,19397
1972,Nacional privado,22,19397
1973,Nacional privado futuro,27,19418
1974,Nacional privado,21,19418
1975,Nacional privado,22,19418
1976,Nacional público,33,19418
1977,Regional público,35,19418
1978,Nacional privado futuro,27,19450
1979,Nacional privado,21,19450
1980,Nacional privado,22,19450
1981,Nacional público,33,19450
1982,Regional público,35,19450
1983,Nacional privado futuro,19,19455
1984,Nacional privado,14,19455
1985,Nacional privado,15,19455
1986,Nacional público,16,19455
1987,Regional público,17,19455
1988,Nacional privado futuro,27,19473
1989,Nacional privado,21,19473
1990,Nacional privado,22,19473
1991,Nacional público,33,19473
1992,Regional público,35,19473
1993,Nacional privado futuro,19,19513
1994,Nacional público,16,19513
1995,Regional público,17,19513
1996,Nacional privado,14,19513
1997,Nacional privado,15,19513
1998,Nacional privado futuro,19,19517
1999,Nacional privado,14,19517
2000,Nacional privado,15,19517
2001,Nacional público,34,19517
2002,Regional público,36,19517
2003,Nacional privado futuro,27,19532
2004,Nacional privado,21,19532
2005,Nacional privado,22,19532
2006,Nacional público,33,19532
2007,Regional público,35,19532
2008,Nacional privado,14,19533
2009,Nacional privado,16,19533
2010,Nacional público,34,19533
2011,Regional público,17,19533
2012,Nacional privado futuro,28,19533
2013,Nacional privado futuro,27,19548
2014,Nacional privado,21,19548
2015,Nacional privado,22,19548
2016,Nacional público,33,19548
2017,Regional público,35,19548
2018,Nacional privado futuro,19,19573
2019,Nacional privado,14,19573
2020,Nacional privado,15,19573
2021,Nacional público,16,19573
2022,Regional público,17,19573
2023,Nacional privado futuro,27,19585
2024,Nacional privado,21,19585
2025,Nacional privado,22,19585
2026,Nacional público,33,19585
2027,Regional público,35,19585
2028,Nacional privado futuro,27,19622
2029,Nacional privado,21,19622
2030,Nacional privado,22,19622
2031,Nacional público,33,19622
2032,Regional público,35,19622
2033,Nacional privado futuro,27,19693
2034,Nacional público,33,19693
2035,Regional público,17,19693
2036,Nacional privado,21,19693
2037,Nacional privado,22,19693
2038,Nacional privado futuro,19,19698
2039,Nacional privado,14,19698
2040,Nacional privado,15,19698
2041,Nacional público,16,19698
2042,Regional público,17,19698
2043,Nacional privado,14,19701
2044,Nacional privado,16,19701
2045,Nacional público,33,19701
2046,Regional público,17,19701
2047,Nacional privado futuro,28,19701
2048,Nacional privado futuro,27,19743
2049,Nacional privado,21,19743
2050,Nacional privado,22,19743
2051,Nacional público,33,19743
2052,Regional público,35,19743
2053,Nacional privado futuro,27,19760
2054,Nacional privado,21,19760
2055,Nacional privado,22,19760
2056,Nacional público,33,19760
2057,Regional público,35,19760
2058,Nacional privado futuro,19,19780
2059,Nacional privado,14,19780
2060,Nacional privado,15,19780
2061,Nacional público,16,19780
2062,Regional público,35,19780
2063,Nacional privado,14,19785
2064,Nacional privado,15,19785
2065,Nacional público,33,19785
2066,Regional público,17,19785
2067,Nacional privado futuro,19,19785
2068,Nacional privado futuro,27,19807
2069,Nacional privado,21,19807
2070,Nacional privado,22,19807
2071,Nacional público,33,19807
2072,Regional público,35,19807
2073,Nacional privado futuro,27,19809
2074,Nacional privado,21,19809
2075,Nacional privado,22,19809
2076,Nacional público,33,19809
2077,Regional público,35,19809
2078,Nacional privado futuro,19,19821
2079,Nacional público,16,19821
2080,Regional público,17,19821
2081,Nacional privado,14,19821
2082,Nacional privado,15,19821
2083,Nacional privado futuro,27,19824
2084,Nacional privado,21,19824
2085,Nacional privado,22,19824
2086,Nacional público,33,19824
2087,Regional público,35,19824
2088,Nacional privado,14,19845
2089,Nacional privado,15,19845
2090,Nacional público,16,19845
2091,Regional público,17,19845
2092,Nacional privado futuro,19,19845
2093,Local sin ánimo de lucro,21,20001
2094,Nacional privado futuro,29,20001
2095,Nacional privado futuro,35,20001
2096,Nacional privado futuro,35,20001
2097,Nacional privado,34,20001
2098,Nacional privado,32,20001
2099,Nacional privado futuro,42,20001
2100,Nacional público,28,20001
2101,Regional público,29,20001
2102,Nacional público,28,20001
2103,Nacional público,28,20001
2104,Regional público,29,20001
2105,Regional público,29,20001
2106,Nacional público,28,20001
2107,Regional público,29,20001
2108,Local con ánimo de lucro,50,20001
2109,Nacional privado futuro,50,20011
2110,Nacional privado,49,20011
2111,Nacional privado,45,20011
2112,Nacional público,27,20011
2113,Regional público,29,20011
2114,Local sin ánimo de lucro,21,20013
2115,Nacional privado futuro,27,20013
2116,Nacional privado,34,20013
2117,Nacional privado,32,20013
2118,Nacional público,28,20013
2119,Regional público,29,20013
2120,Local con ánimo de lucro,36,20013
2121,Nacional privado futuro,50,20032
2122,Nacional privado,49,20032
2123,Nacional privado,45,20032
2124,Nacional público,28,20032
2125,Regional público,29,20032
2126,Nacional privado futuro,27,20045
2127,Nacional privado,34,20045
2128,Nacional privado,32,20045
2129,Nacional público,28,20045
2130,Regional público,29,20045
2131,Nacional privado futuro,27,20060
2132,Nacional privado,41,20060
2133,Nacional privado,38,20060
2134,Nacional público,28,20060
2135,Regional público,29,20060
2136,Nacional privado futuro,27,20175
2137,Nacional privado,49,20175
2138,Nacional privado,45,20175
2139,Nacional público,28,20175
2140,Regional público,29,20175
2141,Nacional privado futuro,27,20178
2142,Nacional privado,21,20178
2143,Nacional privado,22,20178
2144,Nacional público,28,20178
2145,Regional público,29,20178
2146,Nacional privado futuro,28,20228
2147,Nacional privado,21,20228
2148,Nacional privado,22,20228
2149,Nacional público,28,20228
2150,Regional público,29,20228
2151,Nacional privado futuro,27,20238
2152,Nacional privado,41,20238
2153,Nacional privado,45,20238
2154,Nacional público,28,20238
2155,Regional público,48,20238
2156,Nacional privado futuro,27,20250
2157,Nacional privado,49,20250
2158,Nacional privado,45,20250
2159,Nacional público,28,20250
2160,Regional público,29,20250
2161,Nacional privado futuro,50,20295
2162,Nacional privado,49,20295
2163,Nacional privado,45,20295
2164,Nacional público,27,20295
2165,Regional público,29,20295
2166,Nacional privado futuro,50,20310
2167,Nacional privado,49,20310
2168,Nacional privado,45,20310
2169,Nacional público,27,20310
2170,Regional público,29,20310
2171,Nacional privado futuro,50,20383
2172,Nacional privado,49,20383
2173,Nacional privado,45,20383
2174,Nacional público,27,20383
2175,Regional público,29,20383
2176,Nacional privado futuro,27,20400
2177,Nacional privado,34,20400
2178,Nacional privado,32,20400
2179,Nacional público,28,20400
2180,Regional público,29,20400
2181,Local sin ánimo de lucro,21,20443
2182,Nacional privado futuro,27,20443
2183,Nacional privado,34,20443
2184,Nacional privado,32,20443
2185,Nacional público,28,20443
2186,Regional público,29,20443
2187,Local con ánimo de lucro,36,20443
2188,Nacional privado futuro,50,20517
2189,Nacional privado,49,20517
2190,Nacional privado,45,20517
2191,Nacional público,34,20517
2192,Regional público,29,20517
2193,Nacional privado futuro,50,20550
2194,Nacional privado,49,20550
2195,Nacional privado,45,20550
2196,Nacional público,27,20550
2197,Regional público,29,20550
2198,Nacional público,28,20570
2199,Regional público,29,20570
2200,Nacional privado,14,20570
2201,Nacional privado,15,20570
2202,Nacional privado futuro,19,20570
2203,Nacional privado futuro,19,20614
2204,Nacional público,27,20614
2205,Regional público,29,20614
2206,Nacional privado,14,20614
2207,Nacional privado,15,20614
2208,Local sin ánimo de lucro,21,20621
2209,Nacional privado futuro,27,20621
2210,Nacional privado,34,20621
2211,Nacional privado,32,20621
2212,Nacional público,28,20621
2213,Regional público,29,20621
2214,Local con ánimo de lucro,36,20621
2215,Nacional privado futuro,50,20710
2216,Nacional privado,49,20710
2217,Nacional privado,45,20710
2218,Nacional público,27,20710
2219,Regional público,29,20710
2220,Local sin ánimo de lucro,21,20750
2221,Nacional privado futuro,27,20750
2222,Nacional privado,34,20750
2223,Nacional privado,32,20750
2224,Nacional público,28,20750
2225,Regional público,29,20750
2226,Local con ánimo de lucro,36,20750
2227,Nacional privado futuro,50,20770
2228,Nacional privado,49,20770
2229,Nacional privado,45,20770
2230,Nacional público,27,20770
2231,Regional público,29,20770
2232,Nacional privado futuro,50,20787
2233,Nacional privado,49,20787
2234,Nacional privado,45,20787
2235,Nacional público,27,20787
2236,Regional público,29,20787
2237,Local sin ánimo de lucro,30,23001
2238,Nacional privado futuro,19,23001
2239,Nacional privado,14,23001
2240,Nacional privado,15,23001
2241,Nacional público,16,23001
2242,Regional público,17,23001
2243,Local con ánimo de lucro,36,23001
2244,Nacional privado futuro,46,23068
2245,Nacional privado,43,23068
2246,Nacional privado,44,23068
2247,Nacional público,16,23068
2248,Regional público,17,23068
2249,Nacional privado futuro,46,23079
2250,Nacional privado,43,23079
2251,Nacional privado,44,23079
2252,Nacional público,16,23079
2253,Regional público,17,23079
2254,Nacional privado futuro,19,23090
2255,Nacional privado,14,23090
2256,Nacional privado,15,23090
2257,Nacional público,16,23090
2258,Regional público,17,23090
2259,Nacional privado futuro,19,23162
2260,Nacional privado,14,23162
2261,Nacional privado,15,23162
2262,Nacional público,16,23162
2263,Regional público,17,23162
2264,Nacional privado futuro,19,23168
2265,Nacional privado,14,23168
2266,Nacional privado,15,23168
2267,Nacional público,16,23168
2268,Regional público,17,23168
2269,Nacional privado futuro,19,23182
2270,Nacional privado,14,23182
2271,Nacional privado,15,23182
2272,Nacional público,16,23182
2273,Regional público,17,23182
2274,Nacional privado futuro,19,23189
2275,Nacional privado,14,23189
2276,Nacional privado,15,23189
2277,Nacional público,16,23189
2278,Regional público,17,23189
2279,Nacional público,16,23300
2280,Regional público,17,23300
2281,Nacional privado,14,23300
2282,Nacional privado,15,23300
2283,Nacional privado futuro,19,23300
2284,Nacional público,16,23350
2285,Regional público,17,23350
2286,Nacional privado,43,23350
2287,Nacional privado,25,23350
2288,Nacional privado futuro,27,23350
2289,Nacional privado futuro,19,23417
2290,Nacional privado,14,23417
2291,Nacional privado,15,23417
2292,Nacional público,16,23417
2293,Regional público,17,23417
2294,Local con ánimo de lucro,36,23417
2295,Nacional privado futuro,19,23419
2296,Nacional privado,14,23419
2297,Nacional privado,15,23419
2298,Nacional público,16,23419
2299,Regional público,17,23419
2300,Nacional privado futuro,19,23464
2301,Nacional privado,14,23464
2302,Nacional privado,15,23464
2303,Nacional público,16,23464
2304,Regional público,17,23464
2305,Nacional privado futuro,46,23466
2306,Nacional privado,43,23466
2307,Nacional privado,44,23466
2308,Nacional público,16,23466
2309,Regional público,17,23466
2310,Nacional privado futuro,19,23500
2311,Nacional privado,14,23500
2312,Nacional privado,15,23500
2313,Nacional público,16,23500
2314,Regional público,17,23500
2315,Nacional privado futuro,19,23555
2316,Nacional público,16,23555
2317,Regional público,17,23555
2318,Nacional privado,14,23555
2319,Nacional privado,15,23555
2320,Nacional privado futuro,19,23570
2321,Nacional público,16,23570
2322,Regional público,17,23570
2323,Nacional privado,14,23570
2324,Nacional privado,15,23570
2325,Nacional privado futuro,19,23574
2326,Nacional público,16,23574
2327,Regional público,17,23574
2328,Nacional privado,14,23574
2329,Nacional privado,15,23574
2330,Nacional privado futuro,27,23580
2331,Nacional privado,21,23580
2332,Nacional privado,42,23580
2333,Nacional público,34,23580
2334,Regional público,29,23580
2335,Nacional privado futuro,19,23586
2336,Nacional privado,14,23586
2337,Nacional privado,15,23586
2338,Nacional público,16,23586
2339,Regional público,17,23586
2340,Nacional privado futuro,19,23660
2341,Nacional privado,14,23660
2342,Nacional privado,15,23660
2343,Nacional público,16,23660
2344,Regional público,17,23660
2345,Nacional privado futuro,19,23670
2346,Nacional privado,14,23670
2347,Nacional privado,15,23670
2348,Nacional público,16,23670
2349,Regional público,17,23670
2350,Nacional público,16,23672
2351,Regional público,17,23672
2352,Nacional privado,14,23672
2353,Nacional privado,15,23672
2354,Nacional privado futuro,19,23672
2355,Nacional privado futuro,19,23675
2356,Nacional privado,14,23675
2357,Nacional privado,15,23675
2358,Nacional público,16,23675
2359,Regional público,17,23675
2360,Nacional privado futuro,19,23678
2361,Nacional privado,14,23678
2362,Nacional privado,15,23678
2363,Nacional público,16,23678
2364,Regional público,17,23678
2365,Nacional privado,14,23682
2366,Nacional privado,15,23682
2367,Nacional público,34,23682
2368,Regional público,29,23682
2369,Nacional privado futuro,19,23682
2370,Nacional privado futuro,19,23686
2371,Nacional privado,14,23686
2372,Nacional privado,15,23686
2373,Nacional público,16,23686
2374,Regional público,17,23686
2375,Nacional privado futuro,19,23807
2376,Nacional privado,14,23807
2377,Nacional privado,15,23807
2378,Nacional público,34,23807
2379,Regional público,29,23807
2380,Nacional privado,14,23815
2381,Nacional privado,15,23815
2382,Nacional público,16,23815
2383,Regional público,17,23815
2384,Nacional privado futuro,19,23815
2385,Nacional privado futuro,19,23855
2386,Nacional privado,14,23855
2387,Nacional privado,15,23855
2388,Nacional público,34,23855
2389,Regional público,29,23855
2390,Nacional privado futuro,19,25001
2391,Nacional privado,14,25001
2392,Nacional privado,15,25001
2393,Nacional público,16,25001
2394,Regional público,17,25001
2395,Nacional privado futuro,19,25019
2396,Nacional privado,14,25019
2397,Nacional privado,15,25019
2398,Nacional público,38,25019
2399,Regional público,17,25019
2400,Nacional privado futuro,19,25035
2401,Nacional privado,14,25035
2402,Nacional privado,15,25035
2403,Nacional público,16,25035
2404,Regional público,17,25035
2405,Nacional privado futuro,19,25040
2406,Nacional privado,14,25040
2407,Nacional privado,15,25040
2408,Nacional público,16,25040
